Tag_Number,Release_Da,Latitude_bad,Longitude_bad,Species_Na,Length,Weight,Latitude_F,Longitude_
S145522,8/5/00,34.25S,151.18E,BLUE SHARK,250,70,-34.41666667,151.3333333
B102915,2/8/16,34.18S,151.02E,BLACK MARLIN,0,55,-34.33333333,151
S142124,1/2/05,33.34S,151.35E,MAKO SHARK,0,40,-33.58333333,151.5833333
B004828,2/27/05,34.00S,151.40E,BLUE MARLIN,182.88,200,-34,151.6666667
A352074,3/24/01,34.57S,150.56E,DOLPHINFISH,62,2,-34.91666667,150.9166667
A472063,6/24/06,34.15S,151.30E,YELLOWFIN TUNA,0,25,-34.25,151.5
A409980,1/25/13,33.53S,151.38E,DOLPHINFISH,65,1.5,-33.91666667,151.6666667
S261093,8/5/18,34.01S,151.39E,BLUE SHARK,150,60,-34,151.6666667
A463968,11/25/06,35.11S,151.03E,YELLOWFIN TUNA,80,8,-35.16666667,151.0833333
B044512,3/20/10,33.12S,152.15E,STRIPED MARLIN,0,100,-33.16666667,152.25
A517359,6/27/09,35.11S,151.03E,YELLOWFIN TUNA,0,35,-35.16666667,151.0833333
S245689,8/27/11,34.01S,151.30E,BLUE SHARK,280,150,-34,151.5
A431322,3/19/05,33.27S,151.40E,DOLPHINFISH,0,0,-33.41666667,151.6666667
S165236,2/5/00,33.44S,151.23E,STRIPED MARLIN,215,65,-33.75,151.4166667
B034948,3/26/10,34.54S,151.04E,BLUE MARLIN,250,140,-34.91666667,151.0833333
A323299,3/23/01,35.11S,151.03E,STRIPED MARLIN,185,75,-35.16666667,151.0833333
A500359,11/25/12,35.05S,151.11E,YELLOWFIN TUNA,60,0,-35.08333333,151.1666667
S158632,2/15/15,34.35S,151.09E,HAMMERHEAD SHARK,120,10,-34.58333333,151.1666667
S182636,3/20/02,34.23S,150.55E,WHALER SHARK,80,4,-34.41666667,150.9166667
S171952,8/4/01,34.00S,151.38E,TIGER SHARK,0,40,-34,151.6666667
B013936,1/7/08,33.11S,152.18E,BLACK MARLIN,0,80,-33.16666667,152.3333333
A466685,11/27/10,35.06S,151.06E,YELLOWFIN TUNA,40,2,-35.08333333,151.0833333
B028287,1/30/10,33.03S,152.26E,STRIPED MARLIN,240,90,-33.08333333,152.4166667
B091106,2/2/14,33.03S,152.25E,STRIPED MARLIN,0,80,-33.08333333,152.4166667
A550263,5/17/14,34.06S,151.24E,DOLPHINFISH,80,4,-34.08333333,151.4166667
A417009,5/19/02,34.01S,151.15E,DOLPHINFISH,45,0.1,-34,151.25
S248624,4/6/13,34.00S,151.31E,BLUE SHARK,240,90,-34,151.5
A322765,4/1/01,34.04S,151.30E,DOLPHINFISH,60,3,-34.08333333,151.5
D006846,3/21/10,34.41S,150.59E,DOLPHINFISH,50,1.5,-34.66666667,151
A483058,3/18/07,33.34S,151.35E,YELLOWFIN TUNA,0,3,-33.58333333,151.5833333
B094856,2/8/14,33.11S,152.16E,BLACK MARLIN,150,50,-33.16666667,152.25
B148202,2/20/20,33.04S,152.28E,STRIPED MARLIN,240,90,-33.08333333,152.5
B126154,5/1/16,33.03S,152.26E,STRIPED MARLIN,180,40,-33.08333333,152.4166667
B148764,3/31/18,33.03S,152.26E,STRIPED MARLIN,0,70,-33.08333333,152.4166667
A480955,4/17/10,34.37S,151.33E,YELLOWFIN TUNA,0,35,-34.58333333,151.5833333
A399091,4/18/01,34.23S,150.55E,WHALER SHARK,100,8,-34.41666667,150.9166667
B077607,1/8/18,33.35S,151.28E,STRIPED MARLIN,220,60,-33.58333333,151.5
A427499,1/11/04,33.53S,151.23E,STRIPED MARLIN,220,80,-33.91666667,151.4166667
B009594,3/15/08,33.22S,152.08E,STRIPED MARLIN,0,80,-33.33333333,152.1666667
A410658,2/13/03,34.56S,150.55E,DOLPHINFISH,60,2,-34.91666667,150.9166667
B060920,2/22/18,35.07S,151.00E,STRIPED MARLIN,210,95,-35.08333333,151
A309502,3/4/01,33.06S,152.07E,DOLPHINFISH,0,0,-33.08333333,152.0833333
B062889,2/23/18,33.03S,152.08E,STRIPED MARLIN,0,0,-33.08333333,152.1666667
B045386,3/29/09,33.03S,152.26E,STRIPED MARLIN,255,110,-33.08333333,152.4166667
A588070,3/29/19,34.06S,151.24E,DOLPHINFISH,62,0,-34.08333333,151.4166667
S191356,9/15/01,34.31S,151.22E,BLUE SHARK,0,90,-34.5,151.3333333
B103834,1/22/14,33.27S,151.48E,STRIPED MARLIN,0,40,-33.41666667,151.8333333
B022249,4/9/11,33.34S,152.05E,BLUE MARLIN,0,150,-33.58333333,152.0833333
S248726,5/6/17,34.57S,150.56E,WHALER SHARK,140,30,-34.91666667,150.9166667
B054645,1/28/19,35.11S,150.57E,BLACK MARLIN,240,90,-35.16666667,150.9166667
B148899,2/25/18,33.04S,152.24E,BLACK MARLIN,175,50,-33.08333333,152.4166667
A519211,9/18/10,34.27S,151.24E,ALBACORE,0,10,-34.41666667,151.4166667
B102627,1/18/15,34.55S,151.00E,BLACK MARLIN,0,60,-34.91666667,151
A345328,2/6/00,33.09S,152.02E,BLACK MARLIN,210,95,-33.16666667,152
A428779,1/25/04,33.20S,151.39E,DOLPHINFISH,65,1,-33.33333333,151.6666667
A392207,11/21/04,34.00S,151.41E,YELLOWFIN TUNA,70,4,-34,151.6666667
A451671,3/5/06,33.04S,152.28E,BLACK MARLIN,270,0,-33.08333333,152.5
A457101,2/20/06,33.04S,152.28E,STRIPED MARLIN,250,100,-33.08333333,152.5
D000204,3/25/06,34.06S,151.24E,DOLPHINFISH,0,0,-34.08333333,151.4166667
B182997,3/10/23,34.36S,151.17E,BLUE MARLIN,255,150,-34.58333333,151.25
A375465,3/3/15,33.30S,151.38E,DOLPHINFISH,50,0.5,-33.5,151.6666667
B028926,11/24/07,35.11S,150.57E,STRIPED MARLIN,0,80,-35.16666667,150.9166667
B173482,2/1/21,35.08S,151.02E,STRIPED MARLIN,0,60,-35.16666667,151
B144923,3/2/18,33.04S,152.25E,STRIPED MARLIN,0,70,-33.08333333,152.4166667
S236608,1/8/10,33.26S,151.31E,MAKO SHARK,120,15,-33.41666667,151.5
B123533,2/22/16,33.34S,151.24E,BLACK MARLIN,150,15,-33.58333333,151.4166667
S176414,8/3/02,34.00S,151.38E,BLUE SHARK,0,150,-34,151.6666667
S180344,3/16/02,33.14S,152.07E,DOLPHINFISH,120,8,-33.25,152.0833333
B024356,3/15/09,35.08S,151.02E,STRIPED MARLIN,180,80,-35.16666667,151
S188968,4/25/02,33.05S,151.49E,STRIPED MARLIN,0,65,-33.08333333,151.8333333
B127233,1/19/19,34.12S,151.28E,STRIPED MARLIN,0,80,-34.16666667,151.5
A431535,8/12/06,34.15S,151.30E,YELLOWFIN TUNA,0,7,-34.25,151.5
A340595,2/24/01,33.06S,152.07E,DOLPHINFISH,50,1,-33.08333333,152.0833333
S176650,4/8/00,33.05S,151.38E,WHALER SHARK,50,4,-33.08333333,151.6666667
A374095,1/14/01,33.53S,151.30E,STRIPED MARLIN,200,70,-33.91666667,151.5
S133361,4/12/04,33.53S,151.23E,STRIPED MARLIN,200,83,-33.91666667,151.4166667
S102562,2/16/01,33.22S,152.08E,BLACK MARLIN,185,80,-33.33333333,152.1666667
B039578,3/21/10,33.14S,152.17E,STRIPED MARLIN,0,60,-33.25,152.25
A578079,10/19/13,33.47S,151.54E,ALBACORE,90,12,-33.75,151.9166667
B009399,3/2/05,33.04S,152.28E,BLACK MARLIN,200,60,-33.08333333,152.5
A362187,1/27/02,35.11S,151.03E,DOLPHINFISH,40,1,-35.16666667,151.0833333
A405120,2/25/01,33.06S,152.07E,DOLPHINFISH,60,2,-33.08333333,152.0833333
B068044,2/18/12,33.03S,152.25E,STRIPED MARLIN,0,100,-33.08333333,152.4166667
A230694,4/24/05,34.40S,151.06E,DOLPHINFISH,62,0,-34.66666667,151.0833333
A140625,4/3/05,34.29S,151.07E,DOLPHINFISH,65,0,-34.5,151.0833333
D008961,2/7/09,34.35S,150.59E,DOLPHINFISH,55,1,-34.58333333,151
A391823,1/24/04,33.20S,151.39E,DOLPHINFISH,60,1,-33.33333333,151.6666667
S225685,12/16/07,33.53S,151.54E,YELLOWFIN TUNA,63,4,-33.91666667,151.9166667
S194923,3/8/05,34.57S,150.56E,WHALER SHARK,0,140,-34.91666667,150.9166667
S219016,2/11/06,33.04S,152.28E,BLACK MARLIN,0,70,-33.08333333,152.5
S256018,3/10/18,34.58S,150.56E,HAMMERHEAD SHARK,0,50,-35,150.9166667
B136497,2/18/18,35.08S,151.00E,STRIPED MARLIN,235,90,-35.16666667,151
B026588,3/27/10,34.47S,151.10E,BLACK MARLIN,0,70,-34.75,151.1666667
S241757,3/7/11,34.43S,151.00E,WHALER SHARK,0,180,-34.75,151
B121808,1/28/18,33.55S,151.27E,STRIPED MARLIN,180,50,-33.91666667,151.4166667
B036814,4/17/10,33.53S,151.44E,STRIPED MARLIN,250,110,-33.91666667,151.75
S168935,1/16/00,33.53S,151.34E,TIGER SHARK,0,60,-33.91666667,151.5833333
S182553,2/17/01,34.57S,150.56E,WHALER SHARK,225,80,-34.91666667,150.9166667
B026417,3/23/10,34.55S,151.00E,STRIPED MARLIN,200,80,-34.91666667,151
A437269,11/25/05,34.05S,151.28E,YELLOWFIN TUNA,0,0,-34.08333333,151.5
A554339,3/29/15,34.41S,150.59E,DOLPHINFISH,61,2,-34.66666667,151
S179793,1/15/06,33.56S,151.52E,MAKO SHARK,0,0,-33.91666667,151.8333333
S174406,11/5/00,34.57S,150.56E,WHALER SHARK,160,40,-34.91666667,150.9166667
S243958,9/24/11,34.44S,151.11E,MAKO SHARK,200,90,-34.75,151.1666667
S250364,8/23/15,34.47S,151.10E,MAKO SHARK,190,85,-34.75,151.1666667
S166865,10/1/00,33.34S,151.28E,BLUE SHARK,0,40,-33.58333333,151.5
S146871,9/16/01,33.53S,151.26E,BLUE SHARK,150,60,-33.91666667,151.4166667
A395854,11/21/04,34.02S,151.39E,YELLOWFIN TUNA,0,10,-34,151.6666667
S160063,3/17/01,33.22S,152.08E,DOLPHINFISH,0,8,-33.33333333,152.1666667
A464782,7/23/06,35.11S,151.03E,ALBACORE,0,7,-35.16666667,151.0833333
A449794,3/16/13,34.05S,151.31E,YELLOWFIN TUNA,0,3,-34.08333333,151.5
S188399,3/19/01,34.04S,151.31E,STRIPED MARLIN,0,70,-34.08333333,151.5
S194488,2/1/03,34.32S,150.53E,HAMMERHEAD SHARK,135,20,-34.5,150.9166667
S215260,11/20/05,33.34S,151.37E,TIGER SHARK,0,70,-33.58333333,151.5833333
B015366,2/24/07,33.44S,151.27E,STRIPED MARLIN,220,70,-33.75,151.4166667
B031702,2/18/08,33.11S,152.18E,BLACK MARLIN,0,110,-33.16666667,152.3333333
B138852,2/22/18,35.10S,150.54E,STRIPED MARLIN,0,80,-35.16666667,150.9166667
S84701,1/22/00,34.04S,151.32E,MAKO SHARK,0,35,-34.08333333,151.5
B147223,3/4/21,34.30S,151.22E,BLACK MARLIN,150,35,-34.5,151.3333333
B190376,1/28/23,34.27S,151.04E,BLACK MARLIN,180,70,-34.41666667,151.0833333
B049225,1/22/12,34.18S,151.02E,BLACK MARLIN,215,110,-34.33333333,151
B028451,2/6/08,33.14S,151.42E,BLACK MARLIN,0,50,-33.25,151.6666667
A374725,9/30/01,33.56S,151.28E,YELLOWFIN TUNA,0,9,-33.91666667,151.5
B144098,2/15/18,35.11S,150.57E,STRIPED MARLIN,0,90,-35.16666667,150.9166667
A510822,10/1/08,33.03S,152.26E,YELLOWFIN TUNA,90,15,-33.08333333,152.4166667
A483528,4/11/10,33.49S,151.40E,DOLPHINFISH,100,4,-33.83333333,151.6666667
B154790,1/17/21,34.00S,151.40E,STRIPED MARLIN,230,80,-34,151.6666667
S165453,8/5/00,34.00S,151.38E,BLUE SHARK,0,80,-34,151.6666667
B176566,3/7/21,35.02S,151.10E,STRIPED MARLIN,0,40,-35,151.1666667
B199411,3/17/23,35.06S,150.59E,BLACK MARLIN,160,50,-35.08333333,151
B158498,4/7/19,35.11S,151.03E,STRIPED MARLIN,0,75,-35.16666667,151.0833333
S236324,3/5/14,33.59S,151.22E,STRIPED MARLIN,0,60,-34,151.3333333
A557437,3/29/15,34.47S,151.10E,DOLPHINFISH,72,0,-34.75,151.1666667
A636765,5/16/19,33.37S,151.33E,DOLPHINFISH,60,0,-33.58333333,151.5833333
B068391,12/7/11,33.23S,152.06E,STRIPED MARLIN,210,60,-33.41666667,152.0833333
B016506,2/10/07,33.04S,152.28E,BLACK MARLIN,210,90,-33.08333333,152.5
S182936,4/17/04,33.04S,152.28E,STRIPED MARLIN,230,75,-33.08333333,152.5
A518053,2/12/11,34.57S,150.49E,HAMMERHEAD SHARK,146,25,-34.91666667,150.8333333
B166122,2/7/21,35.05S,151.00E,STRIPED MARLIN,0,100,-35.08333333,151
S205241,9/16/07,34.04S,151.38E,MAKO SHARK,220,120,-34.08333333,151.6666667
B104116,1/24/16,33.42S,151.42E,STRIPED MARLIN,0,0,-33.66666667,151.6666667
B001152,2/17/06,34.51S,151.05E,STRIPED MARLIN,200,95,-34.83333333,151.0833333
B130973,2/10/18,33.12S,152.16E,BLACK MARLIN,220,90,-33.16666667,152.25
A413383,11/23/01,35.11S,151.03E,YELLOWFIN TUNA,40,4,-35.16666667,151.0833333
A663785,1/27/22,34.06S,151.24E,DOLPHINFISH,70,0,-34.08333333,151.4166667
S172780,2/23/01,33.22S,152.08E,BLACK MARLIN,0,100,-33.33333333,152.1666667
B121765,2/10/18,33.12S,152.16E,BLUE MARLIN,0,120,-33.16666667,152.25
A90060,4/25/05,33.04S,152.28E,STRIPED MARLIN,220,75,-33.08333333,152.5
S211796,2/6/05,33.04S,152.28E,BLACK MARLIN,0,140,-33.08333333,152.5
S266143,2/27/22,33.04S,152.28E,HAMMERHEAD SHARK,0,0,-33.08333333,152.5
B109485,1/1/16,33.04S,152.25E,STRIPED MARLIN,0,90,-33.08333333,152.4166667
A336855,4/2/07,34.06S,151.24E,DOLPHINFISH,0,1.5,-34.08333333,151.4166667
A588985,1/9/16,33.26S,151.44E,DOLPHINFISH,62,0,-33.41666667,151.75
A569802,9/14/14,34.02S,151.40E,YELLOWFIN TUNA,0,8,-34,151.6666667
S162185,2/19/00,34.57S,150.56E,BLACK MARLIN,210,55,-34.91666667,150.9166667
S255324,12/10/17,34.55S,151.04E,MAKO SHARK,160,40,-34.91666667,151.0833333
B136157,1/27/23,35.06S,150.59E,BLACK MARLIN,130,50,-35.08333333,151
B001218,11/30/03,34.00S,151.35E,STRIPED MARLIN,216,100,-34,151.5833333
A571686,4/1/17,34.58S,151.03E,DOLPHINFISH,65,0,-35,151.0833333
B015234,1/22/16,33.46S,152.21E,STRIPED MARLIN,0,70,-33.75,152.3333333
B004799,2/25/05,33.04S,152.28E,STRIPED MARLIN,0,60,-33.08333333,152.5
S162174,1/11/00,35.11S,151.03E,STRIPED MARLIN,230,80,-35.16666667,151.0833333
B110212,10/24/15,34.07S,151.27E,STRIPED MARLIN,0,70,-34.08333333,151.4166667
S251284,8/31/13,34.41S,151.12E,BLUE SHARK,280,165,-34.66666667,151.1666667
A468405,8/20/06,34.40S,151.17E,YELLOWFIN TUNA,95,35,-34.66666667,151.25
A521052,4/9/10,33.51S,151.50E,YELLOWFIN TUNA,70,4,-33.83333333,151.8333333
S232001,8/10/14,34.02S,151.39E,BLUE SHARK,0,100,-34,151.6666667
S248370,8/4/12,34.02S,151.38E,MAKO SHARK,0,70,-34,151.6666667
A435901,11/25/06,35.11S,151.52E,YELLOWFIN TUNA,60,10,-35.16666667,151.8333333
B063047,3/20/10,33.20S,152.06E,STRIPED MARLIN,0,70,-33.33333333,152.0833333
B109080,2/7/16,33.23S,152.03E,STRIPED MARLIN,210,70,-33.41666667,152.0833333
A407305,4/20/02,34.48S,151.10E,DOLPHINFISH,80,0,-34.83333333,151.1666667
B079096,3/3/12,33.04S,152.28E,STRIPED MARLIN,0,55,-33.08333333,152.5
A416070,11/9/08,35.11S,151.03E,ALBACORE,70,5,-35.16666667,151.0833333
A442236,11/25/06,35.08S,151.02E,YELLOWFIN TUNA,0,6,-35.16666667,151
A582296,2/1/16,33.13S,151.45E,DOLPHINFISH,65,2.5,-33.25,151.75
S167476,9/30/01,33.53S,151.28E,YELLOWFIN TUNA,0,10,-33.91666667,151.5
B002288,2/14/08,33.04S,152.28E,STRIPED MARLIN,0,65,-33.08333333,152.5
A437406,2/19/05,34.35S,151.09E,DOLPHINFISH,63,0,-34.58333333,151.1666667
A393357,2/23/01,33.46S,151.25E,DOLPHINFISH,45,0,-33.75,151.4166667
S229247,11/4/07,34.00S,151.40E,ALBACORE,80,10,-34,151.6666667
B081545,3/4/12,33.14S,152.13E,BLACK MARLIN,175,50,-33.25,152.25
A415161,10/22/05,34.50S,151.11E,YELLOWFIN TUNA,65,10,-34.83333333,151.1666667
B116440,3/27/16,33.10S,152.10E,SHORTBILL SPEARFISH,150,25,-33.16666667,152.1666667
S252776,3/25/16,34.59S,150.52E,WHALER SHARK,0,50,-35,150.8333333
A463937,11/24/06,35.11S,151.03E,YELLOWFIN TUNA,0,7,-35.16666667,151.0833333
B020620,4/12/08,34.01S,151.32E,STRIPED MARLIN,200,100,-34,151.5
S166312,1/23/00,34.04S,151.30E,WHALER SHARK,150,20,-34.08333333,151.5
B173456,1/10/21,34.47S,151.10E,STRIPED MARLIN,0,100,-34.75,151.1666667
S154924,10/7/00,33.53S,151.29E,BLUE SHARK,150,30,-33.91666667,151.5
B002777,2/28/05,35.03S,150.51E,STRIPED MARLIN,230,90,-35.08333333,150.8333333
A593043,3/11/15,34.58S,150.58E,DOLPHINFISH,59,0,-35,151
B195207,2/19/23,33.03S,152.25E,BLUE MARLIN,235,110,-33.08333333,152.4166667
A467625,3/15/09,33.59S,151.26E,DOLPHINFISH,0,3,-34,151.4166667
S252493,2/10/15,33.34S,151.26E,HAMMERHEAD SHARK,160,40,-33.58333333,151.4166667
A402761,3/21/01,33.53S,151.30E,STRIPED MARLIN,250,80,-33.91666667,151.5
A464798,9/3/06,34.00S,151.45E,YELLOWFIN TUNA,90,20,-34,151.75
B059575,5/7/17,33.52S,151.40E,STRIPED MARLIN,0,80,-33.83333333,151.6666667
S237276,10/16/11,33.18S,152.11E,MAKO SHARK,140,30,-33.33333333,152.1666667
B068064,12/1/13,33.26S,152.09E,STRIPED MARLIN,200,60,-33.41666667,152.1666667
A445825,11/24/06,35.11S,151.03E,YELLOWFIN TUNA,80,5,-35.16666667,151.0833333
S262912,2/10/18,33.05S,151.41E,WHALER SHARK,0,50,-33.08333333,151.6666667
A598125,2/14/16,34.33S,151.00E,DOLPHINFISH,45,0,-34.58333333,151
S157490,4/25/04,33.44S,151.44E,MAKO SHARK,0,120,-33.75,151.75
S136468,1/3/00,33.22S,152.08E,STRIPED MARLIN,0,100,-33.33333333,152.1666667
S118416,2/6/05,34.57S,151.05E,STRIPED MARLIN,300,90,-34.91666667,151.0833333
B177469,3/10/21,35.05S,151.00E,STRIPED MARLIN,0,65,-35.08333333,151
B000651,12/27/03,35.11S,151.03E,STRIPED MARLIN,190,70,-35.16666667,151.0833333
A396480,3/23/01,34.04S,151.22E,DOLPHINFISH,40,1,-34.08333333,151.3333333
B083947,1/19/14,34.04S,151.39E,BLACK MARLIN,200,45,-34.08333333,151.6666667
S242580,8/14/11,34.04S,151.41E,MAKO SHARK,200,100,-34.08333333,151.6666667
A500429,9/12/13,34.23S,151.29E,ALBACORE,70,8,-34.41666667,151.5
S212533,8/2/09,34.01S,151.39E,WHALER SHARK,0,130,-34,151.6666667
A483015,2/13/07,33.04S,152.28E,STRIPED MARLIN,0,80,-33.08333333,152.5
S28451,12/6/01,33.04S,152.28E,STRIPED MARLIN,230,90,-33.08333333,152.5
S256014,3/3/18,34.58S,150.56E,WHALER SHARK,0,40,-35,150.9166667
S211859,3/3/05,35.06S,151.06E,STRIPED MARLIN,240,85,-35.08333333,151.0833333
B070210,2/17/21,35.11S,151.03E,STRIPED MARLIN,0,100,-35.16666667,151.0833333
S226389,12/31/06,35.11S,151.03E,YELLOWFIN TUNA,60,5,-35.16666667,151.0833333
B181266,12/3/22,34.47S,151.10E,STRIPED MARLIN,255,115,-34.75,151.1666667
S145630,1/27/02,34.40S,151.06E,BLUE SHARK,200,50,-34.66666667,151.0833333
S161724,8/5/00,34.00S,151.38E,MAKO SHARK,190,70,-34,151.6666667
B148394,1/10/21,33.49S,151.54E,STRIPED MARLIN,200,60,-33.83333333,151.9166667
S140728,2/26/00,34.56S,150.54E,BLACK MARLIN,0,65,-34.91666667,150.9166667
B010722,3/21/09,35.04S,152.03E,BLACK MARLIN,250,130,-35.08333333,152.0833333
B081659,1/19/19,33.50S,151.22E,STRIPED MARLIN,240,80,-33.83333333,151.3333333
A500267,9/21/13,33.53S,151.46E,ALBACORE,0,10,-33.91666667,151.75
S218735,2/26/05,33.04S,152.28E,BLACK MARLIN,0,75,-33.08333333,152.5
A463984,11/25/06,35.11S,151.03E,ALBACORE,0,27,-35.16666667,151.0833333
A508285,11/9/08,35.11S,151.03E,YELLOWFIN TUNA,60,6,-35.16666667,151.0833333
A630053,3/12/19,34.06S,151.24E,DOLPHINFISH,60,1,-34.08333333,151.4166667
A673465,3/3/23,33.59S,151.26E,DOLPHINFISH,68,3,-34,151.4166667
S167564,3/19/00,33.34S,151.34E,STRIPED MARLIN,230,80,-33.58333333,151.5833333
S149444,4/7/01,33.04S,152.28E,BLACK MARLIN,0,50,-33.08333333,152.5
B010033,3/4/06,35.11S,151.03E,STRIPED MARLIN,0,80,-35.16666667,151.0833333
B159235,1/30/21,35.11S,150.57E,STRIPED MARLIN,205,55,-35.16666667,150.9166667
A523635,3/16/14,33.34S,151.30E,DOLPHINFISH,40,4,-33.58333333,151.5
B041801,1/10/10,33.52S,151.33E,STRIPED MARLIN,180,80,-33.83333333,151.5833333
S276402,5/1/22,33.42S,151.48E,WHALER SHARK,140,0,-33.66666667,151.8333333
B094565,1/12/16,34.50S,151.00E,STRIPED MARLIN,250,80,-34.83333333,151
B079001,3/4/12,33.12S,152.19E,STRIPED MARLIN,0,78,-33.16666667,152.3333333
A402437,11/24/06,35.11S,151.03E,YELLOWFIN TUNA,65,6,-35.16666667,151.0833333
A438881,11/24/06,35.11S,151.03E,YELLOWFIN TUNA,70,7,-35.16666667,151.0833333
A457008,10/22/05,35.11S,151.03E,YELLOWFIN TUNA,90,9,-35.16666667,151.0833333
A479981,11/18/07,35.08S,150.55E,ALBACORE,70,7,-35.16666667,150.9166667
S188827,4/20/02,34.47S,151.11E,STRIPED MARLIN,220,65,-34.75,151.1666667
S133949,1/26/00,34.25S,151.18E,STRIPED MARLIN,0,65,-34.41666667,151.3333333
B017264,10/7/07,34.00S,151.40E,STRIPED MARLIN,210,70,-34,151.6666667
S155520,1/7/01,33.59S,151.39E,STRIPED MARLIN,0,60,-34,151.6666667
B002824,2/8/04,33.04S,152.28E,SHORTBILL SPEARFISH,180,20,-33.08333333,152.5
S176588,2/5/00,33.05S,152.11E,STRIPED MARLIN,0,70,-33.08333333,152.1666667
A429399,4/10/10,33.50S,151.50E,YELLOWFIN TUNA,100,10,-33.83333333,151.8333333
B116373,1/7/17,33.48S,151.44E,BLACK MARLIN,190,60,-33.83333333,151.75
S262438,9/2/17,34.57S,150.56E,WHALER SHARK,230,65,-34.91666667,150.9166667
S256087,7/22/18,35.11S,150.57E,MAKO SHARK,0,70,-35.16666667,150.9166667
B091310,2/2/14,33.04S,152.26E,BLACK MARLIN,0,85,-33.08333333,152.4166667
S117252,4/29/12,33.59S,151.22E,MAKO SHARK,120,20,-34,151.3333333
D012812,3/15/09,33.37S,151.33E,DOLPHINFISH,56,1.5,-33.58333333,151.5833333
A238179,1/2/05,33.44S,151.25E,STRIPED MARLIN,0,85,-33.75,151.4166667
B013793,4/10/10,33.03S,152.24E,BLACK MARLIN,0,80,-33.08333333,152.4166667
A419953,4/21/02,34.00S,151.27E,DOLPHINFISH,0,10,-34,151.4166667
A505735,4/10/10,33.56S,151.28E,DOLPHINFISH,40,2,-33.91666667,151.5
B060506,5/16/10,33.58S,151.46E,SHORTBILL SPEARFISH,130,10,-34,151.75
S248506,8/9/15,34.02S,151.39E,MAKO SHARK,225,110,-34,151.6666667
S252295,3/28/21,34.58S,150.53E,WHALER SHARK,0,50,-35,150.9166667
B047101,3/26/09,33.03S,152.25E,STRIPED MARLIN,0,80,-33.08333333,152.4166667
B073085,2/18/12,33.03S,152.25E,BLACK MARLIN,240,130,-33.08333333,152.4166667
B073654,2/26/12,33.04S,152.23E,STRIPED MARLIN,220,70,-33.08333333,152.4166667
B074351,1/14/12,33.03S,152.25E,STRIPED MARLIN,0,75,-33.08333333,152.4166667
A573164,5/11/14,33.37S,151.33E,DOLPHINFISH,50,1.5,-33.58333333,151.5833333
B001937,4/13/09,33.12S,152.15E,STRIPED MARLIN,270,130,-33.16666667,152.25
A268154,11/30/13,35.02S,151.02E,YELLOWFIN TUNA,90,9,-35,151
A323296,10/14/01,35.11S,151.03E,YELLOWFIN TUNA,60,7,-35.16666667,151.0833333
B181032,1/26/22,35.11S,150.57E,BLACK MARLIN,0,80,-35.16666667,150.9166667
B183606,2/5/23,35.11S,150.57E,BLACK MARLIN,0,70,-35.16666667,150.9166667
B148488,4/12/19,35.08S,151.02E,STRIPED MARLIN,0,70,-35.16666667,151
B022475,2/26/08,33.03S,152.26E,STRIPED MARLIN,0,70,-33.08333333,152.4166667
B047215,4/3/11,34.43S,151.17E,BLUE MARLIN,310,320,-34.75,151.25
B095771,1/4/15,33.36S,151.26E,STRIPED MARLIN,220,75,-33.58333333,151.4166667
S248174,7/24/14,34.02S,151.39E,MAKO SHARK,200,100,-34,151.6666667
S251591,8/10/13,34.02S,151.39E,BLUE SHARK,0,90,-34,151.6666667
A520639,8/16/14,33.25S,152.10E,YELLOWFIN TUNA,25,0,-33.41666667,152.1666667
B038119,1/22/17,34.59S,151.00E,STRIPED MARLIN,230,80,-35,151
A360592,2/25/02,33.06S,152.07E,DOLPHINFISH,0,0,-33.08333333,152.0833333
A378976,4/21/02,33.06S,152.07E,DOLPHINFISH,0,1,-33.08333333,152.0833333
A485994,11/23/12,35.11S,151.11E,ALBACORE,90,8,-35.16666667,151.1666667
D001089,3/13/05,33.27S,151.40E,DOLPHINFISH,56,0,-33.41666667,151.6666667
D002045,2/5/06,33.37S,151.32E,DOLPHINFISH,0,2,-33.58333333,151.5
B135617,2/19/18,33.22S,152.08E,BLUE MARLIN,235,120,-33.33333333,152.1666667
A623784,5/19/19,33.14S,152.13E,DOLPHINFISH,80,3,-33.25,152.25
A648990,7/9/20,33.12S,152.16E,YELLOWFIN TUNA,100,20,-33.16666667,152.25
A613564,10/18/20,35.08S,151.02E,ALBACORE,75,7,-35.16666667,151
A412111,12/29/02,33.04S,152.28E,BLACK MARLIN,0,70,-33.08333333,152.5
S268226,3/27/21,34.58S,150.56E,WHALER SHARK,0,50,-35,150.9166667
A445736,11/25/05,35.11S,151.03E,YELLOWFIN TUNA,0,8,-35.16666667,151.0833333
A478211,11/24/06,35.11S,151.03E,YELLOWFIN TUNA,95,15,-35.16666667,151.0833333
A483667,11/25/11,35.08S,151.02E,YELLOWFIN TUNA,80,10,-35.16666667,151
B047913,2/26/12,33.04S,152.24E,BLUE MARLIN,210,100,-33.08333333,152.4166667
B009715,1/31/09,34.08S,151.26E,STRIPED MARLIN,0,0,-34.16666667,151.4166667
D002812,2/10/08,34.43S,150.59E,DOLPHINFISH,45,1,-34.75,151
S187649,1/25/03,33.29S,151.48E,STRIPED MARLIN,0,80,-33.5,151.8333333
A622151,2/10/18,33.12S,152.16E,STRIPED MARLIN,65,3,-33.16666667,152.25
