Tag_Number,Release_Da,Latitude_bad,Longitude_bad,Species_Na,Length,Weight,Latitude_F,Longitude_
S218816,1/10/07,34.20S,151.12E,BLACK MARLIN,0,60,-34.33333333,151.1666667
S194425,12/21/02,34.22S,151.18E,YELLOWFIN TUNA,85,12,-34.33333333,151.3333333
A414102,9/21/08,34.15S,151.19E,ALBACORE,0,4,-34.25,151.3333333
A396472,3/23/01,34.04S,151.22E,DOLPHINFISH,40,1,-34.08333333,151.3333333
A422532,4/23/05,33.59S,151.20E,DOLPHINFISH,55,1.5,-34,151.3333333
A513961,3/28/14,34.01S,151.16E,DOLPHINFISH,55,1.5,-34,151.25
B068011,1/19/14,33.04S,152.23E,BLACK MARLIN,0,90,-33.08333333,152.4166667
B138458,2/28/18,33.05S,152.24E,STRIPED MARLIN,0,80,-33.08333333,152.4166667
B091222,12/31/15,33.03S,152.34E,STRIPED MARLIN,250,100,-33.08333333,152.5833333
B173466,2/10/21,35.08S,151.02E,STRIPED MARLIN,0,70,-35.16666667,151
S197342,3/8/03,33.07S,151.39E,WHALER SHARK,70,6,-33.08333333,151.6666667
S125862,12/23/01,33.05S,151.49E,TIGER SHARK,150,25,-33.08333333,151.8333333
B091021,2/15/14,33.04S,152.09E,BLACK MARLIN,0,60,-33.08333333,152.1666667
S203397,2/15/03,33.06S,152.12E,STRIPED MARLIN,0,60,-33.08333333,152.1666667
B062069,2/19/11,33.04S,152.25E,BLACK MARLIN,230,80,-33.08333333,152.4166667
A305025,11/8/08,35.11S,150.57E,ALBACORE,50,5,-35.16666667,150.9166667
A477863,11/10/07,35.11S,150.57E,ALBACORE,60,4,-35.16666667,150.9166667
B032458,3/12/11,35.11S,150.54E,STRIPED MARLIN,240,80,-35.16666667,150.9166667
B152733,1/30/21,35.11S,150.57E,STRIPED MARLIN,230,80,-35.16666667,150.9166667
B136869,12/30/18,35.09S,150.59E,STRIPED MARLIN,203,60,-35.16666667,151
B150049,1/1/19,35.08S,151.02E,STRIPED MARLIN,0,85,-35.16666667,151
B022221,3/3/07,35.11S,151.03E,STRIPED MARLIN,160,45,-35.16666667,151.0833333
S185903,11/25/01,35.11S,151.03E,YELLOWFIN TUNA,0,5,-35.16666667,151.0833333
S201316,11/25/06,35.11S,151.03E,YELLOWFIN TUNA,90,15,-35.16666667,151.0833333
B156230,2/28/20,35.07S,151.59E,STRIPED MARLIN,0,70,-35.08333333,152
A405193,3/4/01,33.06S,152.07E,DOLPHINFISH,50,1,-33.08333333,152.0833333
B083364,12/3/19,33.13S,152.35E,STRIPED MARLIN,0,60,-33.25,152.5833333
A445756,2/18/06,35.11S,151.03E,STRIPED MARLIN,220,90,-35.16666667,151.0833333
A457019,11/11/06,35.11S,151.03E,YELLOWFIN TUNA,90,10,-35.16666667,151.0833333
A464000,6/24/07,35.11S,151.03E,YELLOWFIN TUNA,0,6,-35.16666667,151.0833333
A498738,11/8/08,35.12S,151.03E,ALBACORE,0,8,-35.16666667,151.0833333
A501695,10/25/08,35.08S,151.05E,ALBACORE,75,7,-35.16666667,151.0833333
B005614,3/1/09,35.11S,151.03E,STRIPED MARLIN,0,90,-35.16666667,151.0833333
A362229,5/12/02,35.11S,151.03E,YELLOWFIN TUNA,0,20,-35.16666667,151.0833333
A380146,11/11/00,35.11S,151.03E,YELLOWFIN TUNA,45,2,-35.16666667,151.0833333
A390444,5/26/02,35.11S,151.03E,STRIPED MARLIN,235,80,-35.16666667,151.0833333
A415663,11/27/04,35.11S,151.03E,YELLOWFIN TUNA,70,8,-35.16666667,151.0833333
A424085,12/17/05,35.11S,151.03E,YELLOWFIN TUNA,0,8,-35.16666667,151.0833333
A437082,11/25/07,35.11S,151.03E,YELLOWFIN TUNA,0,28,-35.16666667,151.0833333
S209483,3/4/06,33.04S,152.28E,BLUE MARLIN,0,85,-33.08333333,152.5
S96787,1/15/00,35.02S,150.51E,STRIPED MARLIN,200,75,-35,150.8333333
B054606,2/11/18,35.06S,151.01E,STRIPED MARLIN,240,90,-35.08333333,151
B063417,2/7/15,35.05S,151.05E,BLACK MARLIN,240,140,-35.08333333,151.0833333
A335020,6/1/07,35.11S,151.03E,YELLOWFIN TUNA,0,20,-35.16666667,151.0833333
A356113,11/26/04,35.11S,151.03E,YELLOWFIN TUNA,45,4,-35.16666667,151.0833333
B015258,1/26/06,33.04S,152.28E,BLACK MARLIN,150,40,-33.08333333,152.5
B025244,4/14/07,33.04S,152.28E,BLACK MARLIN,0,90,-33.08333333,152.5
B029921,4/15/07,33.04S,152.28E,STRIPED MARLIN,0,100,-33.08333333,152.5
B130674,2/24/18,33.04S,152.30E,STRIPED MARLIN,0,60,-33.08333333,152.5
S167468,2/1/03,33.04S,152.28E,STRIPED MARLIN,0,75,-33.08333333,152.5
S204934,3/20/04,33.04S,152.28E,STRIPED MARLIN,0,80,-33.08333333,152.5
D002731,12/10/05,34.51S,151.11E,YELLOWFIN TUNA,50,7,-34.83333333,151.1666667
S261881,9/17/16,34.51S,151.09E,BLUE SHARK,200,60,-34.83333333,151.1666667
A479031,4/13/08,34.54S,151.18E,DOLPHINFISH,0,5,-34.91666667,151.3333333
B171190,2/14/16,34.25S,151.59E,BLACK MARLIN,135,40,-34.41666667,152
B036217,12/6/08,33.15S,152.20E,BLUE MARLIN,235,115,-33.25,152.3333333
B002726,2/11/06,33.04S,152.28E,BLACK MARLIN,230,85,-33.08333333,152.5
A564562,8/27/13,34.00S,152.00E,YELLOWFIN TUNA,0,6,-34,152
A388663,1/25/04,33.59S,151.48E,DOLPHINFISH,0,1,-34,151.8333333
S182155,2/8/03,33.59S,151.48E,YELLOWFIN TUNA,90,12,-34,151.8333333
B100885,2/7/16,34.57S,150.56E,STRIPED MARLIN,0,60,-34.91666667,150.9166667
S262477,4/17/17,34.57S,150.56E,WHALER SHARK,250,100,-34.91666667,150.9166667
A403202,4/14/07,34.57S,151.05E,STRIPED MARLIN,0,60,-34.91666667,151.0833333
S215058,10/1/05,33.14S,152.11E,TIGER SHARK,0,80,-33.25,152.1666667
A613049,3/20/22,33.13S,152.13E,DOLPHINFISH,65,1,-33.25,152.25
B039916,11/4/18,33.14S,152.13E,STRIPED MARLIN,0,60,-33.25,152.25
B082391,1/6/13,33.14S,152.14E,STRIPED MARLIN,0,70,-33.25,152.25
B073749,1/11/14,33.20S,152.06E,BLUE MARLIN,0,150,-33.33333333,152.0833333
B080281,1/28/23,33.34S,151.58E,STRIPED MARLIN,190,80,-33.58333333,152
S249050,8/6/16,34.02S,151.39E,BLUE SHARK,180,90,-34,151.6666667
S266303,7/8/20,34.02S,151.39E,BLUE SHARK,160,60,-34,151.6666667
S196308,2/21/04,33.22S,152.08E,BLUE MARLIN,240,130,-33.33333333,152.1666667
S253682,11/12/17,33.19S,152.09E,BLUE SHARK,0,40,-33.33333333,152.1666667
B024463,2/4/07,33.16S,152.11E,STRIPED MARLIN,180,70,-33.25,152.1666667
B040612,1/23/11,33.16S,152.11E,BLUE MARLIN,160,120,-33.25,152.1666667
B139229,1/12/19,33.46S,151.42E,STRIPED MARLIN,180,0,-33.75,151.6666667
A428953,3/16/14,33.45S,151.43E,DOLPHINFISH,64,0,-33.75,151.75
B177480,3/6/22,33.40S,151.48E,STRIPED MARLIN,190,50,-33.66666667,151.8333333
D011260,4/11/10,33.50S,151.42E,DOLPHINFISH,60,1.5,-33.83333333,151.6666667
S167701,1/25/03,34.00S,151.38E,STRIPED MARLIN,180,70,-34,151.6666667
S204765,1/29/06,34.02S,151.39E,BLUE MARLIN,250,140,-34,151.6666667
A264228,4/17/05,33.56S,151.28E,DOLPHINFISH,60,0,-33.91666667,151.5
A394711,9/30/01,33.56S,151.28E,YELLOWFIN TUNA,90,9,-33.91666667,151.5
A393374,4/1/00,33.46S,151.25E,DOLPHINFISH,43,0,-33.75,151.4166667
B030448,4/5/08,33.11S,151.48E,STRIPED MARLIN,0,60,-33.16666667,151.8333333
A391854,3/18/01,33.27S,151.46E,DOLPHINFISH,30,1,-33.41666667,151.75
S187650,1/25/03,33.29S,151.48E,STRIPED MARLIN,0,60,-33.5,151.8333333
S192845,12/20/03,34.27S,150.55E,HAMMERHEAD SHARK,145,22,-34.41666667,150.9166667
S256801,2/14/16,34.35S,150.55E,HAMMERHEAD SHARK,200,60,-34.58333333,150.9166667
A570883,4/1/17,34.41S,150.59E,DOLPHINFISH,60,3,-34.66666667,151
S199221,3/19/04,33.34S,151.20E,STRIPED MARLIN,200,60,-33.58333333,151.3333333
A438837,2/7/04,33.20S,151.39E,DOLPHINFISH,70,1.5,-33.33333333,151.6666667
A427345,3/20/05,33.34S,151.30E,DOLPHINFISH,80,2,-33.58333333,151.5
S100152,2/1/04,34.40S,151.09E,STRIPED MARLIN,310,120,-34.66666667,151.1666667
S254979,7/30/16,34.42S,151.10E,MAKO SHARK,0,60,-34.66666667,151.1666667
S157460,9/21/02,34.26S,151.08E,MAKO SHARK,170,45,-34.41666667,151.1666667
A140623,4/3/05,34.29S,151.07E,DOLPHINFISH,55,0,-34.5,151.0833333
B114515,2/1/17,34.22S,151.04E,STRIPED MARLIN,260,100,-34.33333333,151.0833333
B777777,2/22/16,34.26S,150.54E,BLACK MARLIN,230,0,-34.41666667,150.9166667
S269247,2/2/19,34.12S,151.30E,WHALER SHARK,185,50,-34.16666667,151.5
S271480,11/22/20,34.12S,151.30E,TIGER SHARK,160,50,-34.16666667,151.5
A469127,11/12/06,34.24S,151.23E,YELLOWFIN TUNA,85,10,-34.41666667,151.4166667
A557313,7/14/12,34.49S,151.31E,SOUTHERN BLUEFIN TUNA,140,50,-34.83333333,151.5
A442161,10/22/06,34.47S,151.10E,YELLOWFIN TUNA,0,15,-34.75,151.1666667
A406277,3/20/05,34.40S,151.06E,DOLPHINFISH,0,2,-34.66666667,151.0833333
A520032,3/30/14,34.02S,151.17E,DOLPHINFISH,50,1,-34,151.25
A622032,1/8/18,33.59S,151.26E,DOLPHINFISH,62,0,-34,151.4166667
A625243,3/16/18,33.59S,151.26E,DOLPHINFISH,86,3,-34,151.4166667
D000792,3/20/04,34.00S,151.25E,DOLPHINFISH,60,1.6,-34,151.4166667
B151986,1/22/22,34.04S,151.35E,STRIPED MARLIN,0,90,-34.08333333,151.5833333
S191716,10/6/02,34.04S,151.32E,MAKO SHARK,0,65,-34.08333333,151.5
S172767,9/16/00,34.14S,151.10E,YELLOWFIN TUNA,100,35,-34.25,151.1666667
A519720,2/7/16,34.22S,151.11E,DOLPHINFISH,85,3,-34.33333333,151.1666667
A593004,1/19/20,34.06S,151.24E,DOLPHINFISH,0,7,-34.08333333,151.4166667
A569894,4/5/14,33.59S,151.20E,DOLPHINFISH,60,0.5,-34,151.3333333
A652488,4/30/22,33.59S,151.26E,DOLPHINFISH,76,0,-34,151.4166667
B036182,3/27/09,33.59S,151.23E,STRIPED MARLIN,200,55,-34,151.4166667
B128381,4/10/16,33.05S,152.34E,STRIPED MARLIN,0,70,-33.08333333,152.5833333
B066386,4/10/11,33.04S,152.24E,STRIPED MARLIN,0,85,-33.08333333,152.4166667
B067237,1/1/16,33.03S,152.25E,STRIPED MARLIN,0,110,-33.08333333,152.4166667
B081243,2/25/12,33.04S,152.27E,STRIPED MARLIN,0,70,-33.08333333,152.4166667
B084049,2/13/12,33.03S,152.25E,STRIPED MARLIN,0,100,-33.08333333,152.4166667
B104393,1/2/16,33.04S,152.23E,STRIPED MARLIN,230,80,-33.08333333,152.4166667
S250422,3/11/18,33.06S,152.25E,WHALER SHARK,250,100,-33.08333333,152.4166667
B024492,2/3/08,33.05S,151.50E,STRIPED MARLIN,0,90,-33.08333333,151.8333333
S116423,3/25/01,33.05S,151.49E,TIGER SHARK,150,30,-33.08333333,151.8333333
S161420,3/13/05,33.05S,151.48E,BLACK MARLIN,180,40,-33.08333333,151.8333333
A470055,3/4/06,33.04S,152.25E,DOLPHINFISH,90,1,-33.08333333,152.4166667
B041725,4/5/09,33.03S,152.25E,STRIPED MARLIN,180,70,-33.08333333,152.4166667
B045387,3/29/09,33.03S,152.26E,STRIPED MARLIN,235,85,-33.08333333,152.4166667
B177434,1/31/21,35.11S,150.57E,STRIPED MARLIN,0,70,-35.16666667,150.9166667
B054551,1/22/11,35.12S,150.59E,STRIPED MARLIN,0,70,-35.16666667,151
B118157,4/29/16,35.08S,150.58E,STRIPED MARLIN,250,100,-35.16666667,151
S172017,2/5/00,33.05S,151.42E,YELLOWFIN TUNA,0,0,-33.08333333,151.6666667
S211802,2/8/04,33.05S,151.38E,DOLPHINFISH,0,1,-33.08333333,151.6666667
S224262,5/15/07,33.06S,151.38E,WHALER SHARK,55,4,-33.08333333,151.6666667
S201237,3/19/05,35.11S,151.03E,STRIPED MARLIN,180,75,-35.16666667,151.0833333
S216965,2/26/05,35.11S,151.03E,STRIPED MARLIN,200,95,-35.16666667,151.0833333
A405112,2/25/01,33.06S,152.07E,DOLPHINFISH,60,2,-33.08333333,152.0833333
B042819,2/17/09,35.12S,150.56E,STRIPED MARLIN,0,100,-35.16666667,150.9166667
B100703,2/7/15,35.12S,150.56E,STRIPED MARLIN,0,120,-35.16666667,150.9166667
B126089,2/2/18,35.11S,150.57E,STRIPED MARLIN,0,70,-35.16666667,150.9166667
A425579,1/2/05,35.11S,151.03E,YELLOWFIN TUNA,0,4,-35.16666667,151.0833333
A463977,11/25/06,35.11S,151.03E,ALBACORE,0,7,-35.16666667,151.0833333
A508284,11/9/08,35.11S,151.03E,ALBACORE,50,5,-35.16666667,151.0833333
B010170,3/3/07,35.11S,151.03E,BLACK MARLIN,160,40,-35.16666667,151.0833333
B062132,1/27/11,35.11S,151.03E,STRIPED MARLIN,0,60,-35.16666667,151.0833333
S175346,11/9/02,35.11S,151.03E,MAKO SHARK,150,50,-35.16666667,151.0833333
A337645,11/25/00,35.06S,151.06E,YELLOWFIN TUNA,50,3,-35.08333333,151.0833333
A268145,11/24/06,35.11S,151.03E,YELLOWFIN TUNA,100,15,-35.16666667,151.0833333
A323300,2/4/01,35.11S,151.03E,STRIPED MARLIN,200,85,-35.16666667,151.0833333
A356047,11/26/06,35.11S,151.03E,YELLOWFIN TUNA,70,10,-35.16666667,151.0833333
A380255,12/9/01,35.11S,151.03E,YELLOWFIN TUNA,0,2,-35.16666667,151.0833333
A415719,11/24/06,35.11S,151.03E,YELLOWFIN TUNA,80,10,-35.16666667,151.0833333
S197306,2/1/03,33.04S,152.28E,STRIPED MARLIN,0,70,-33.08333333,152.5
S2264703,4/15/06,35.03S,150.51E,HAMMERHEAD SHARK,120,40,-35.08333333,150.8333333
S244121,1/26/19,34.58S,150.56E,HAMMERHEAD SHARK,0,75,-35,150.9166667
B009361,3/10/14,35.01S,151.02E,BLACK MARLIN,0,45,-35,151
S253882,11/27/15,35.04S,151.01E,MAKO SHARK,130,15,-35.08333333,151
S255128,10/28/17,35.07S,151.02E,TIGER SHARK,140,40,-35.08333333,151
B148561,12/4/19,33.12S,152.14E,STRIPED MARLIN,0,45,-33.16666667,152.25
B062772,3/20/10,33.09S,152.19E,STRIPED MARLIN,220,70,-33.16666667,152.3333333
B005182,2/6/06,33.04S,152.28E,BLACK MARLIN,0,60,-33.08333333,152.5
B011698,2/25/06,33.04S,152.28E,STRIPED MARLIN,0,0,-33.08333333,152.5
B025319,2/17/08,33.04S,152.28E,BLACK MARLIN,200,95,-33.08333333,152.5
B029999,3/12/08,33.04S,152.28E,STRIPED MARLIN,230,80,-33.08333333,152.5
B173426,2/22/21,34.56S,150.54E,BLACK MARLIN,0,60,-34.91666667,150.9166667
S224951,2/20/11,34.57S,150.56E,WHALER SHARK,220,115,-34.91666667,150.9166667
S262518,2/5/12,34.57S,150.58E,HAMMERHEAD SHARK,250,150,-34.91666667,151
A410639,3/27/04,34.57S,151.05E,DOLPHINFISH,90,6,-34.91666667,151.0833333
A501744,11/9/08,34.57S,151.05E,ALBACORE,80,5,-34.91666667,151.0833333
A504267,1/31/09,33.10S,152.14E,DOLPHINFISH,0,10,-33.16666667,152.25
B029611,2/24/08,33.59S,151.48E,STRIPED MARLIN,0,0,-34,151.8333333
S176229,2/4/01,33.59S,151.48E,STRIPED MARLIN,0,75,-34,151.8333333
A479161,11/8/08,34.48S,151.06E,YELLOWFIN TUNA,40,5,-34.83333333,151.0833333
B026595,2/15/17,34.57S,150.56E,BLACK MARLIN,0,70,-34.91666667,150.9166667
B040660,2/12/12,34.56S,150.55E,BLACK MARLIN,0,90,-34.91666667,150.9166667
B117970,1/24/18,34.57S,150.55E,BLACK MARLIN,200,80,-34.91666667,150.9166667
S256271,8/1/15,34.02S,151.39E,BLUE SHARK,200,80,-34,151.6666667
A432061,3/17/07,33.22S,152.08E,YELLOWFIN TUNA,0,3.5,-33.33333333,152.1666667
S187685,10/14/07,33.22S,152.08E,YELLOWFIN TUNA,0,7,-33.33333333,152.1666667
A573159,1/3/15,33.26S,152.08E,DOLPHINFISH,45,2,-33.41666667,152.1666667
A457124,11/19/06,33.34S,151.58E,YELLOWFIN TUNA,0,0,-33.58333333,152
S196260,7/31/11,33.51S,151.54E,WHALER SHARK,250,200,-33.83333333,151.9166667
S193564,1/11/04,33.44S,151.44E,STRIPED MARLIN,0,60,-33.75,151.75
A591574,1/22/17,33.51S,151.38E,BLACK MARLIN,270,70,-33.83333333,151.6666667
B131405,1/20/18,33.57S,151.34E,STRIPED MARLIN,180,68,-33.91666667,151.5833333
A396414,3/23/01,33.53S,151.38E,DOLPHINFISH,55,1,-33.91666667,151.6666667
A392214,8/20/00,34.00S,151.38E,YELLOWFIN TUNA,120,30,-34,151.6666667
S242736,8/4/12,34.02S,151.39E,MAKO SHARK,220,120,-34,151.6666667
B081900,1/5/14,33.36S,151.54E,BLUE MARLIN,290,230,-33.58333333,151.9166667
S167439,5/5/02,33.27S,151.54E,STRIPED MARLIN,200,90,-33.41666667,151.9166667
S245682,11/6/11,33.30S,151.57E,MAKO SHARK,180,70,-33.5,151.9166667
A414317,9/22/02,33.27S,151.46E,MAKO SHARK,73,0,-33.41666667,151.75
A520640,1/9/11,33.24S,151.46E,DOLPHINFISH,100,7,-33.41666667,151.75
S165891,3/18/01,33.44S,151.44E,STRIPED MARLIN,0,70,-33.75,151.75
S165188,7/9/00,33.53S,151.26E,BLUE SHARK,180,60,-33.91666667,151.4166667
B084832,3/4/14,33.56S,151.21E,STRIPED MARLIN,215,65,-33.91666667,151.3333333
A514921,4/5/14,33.51S,151.19E,DOLPHINFISH,0,2,-33.83333333,151.3333333
B167916,3/9/21,33.44S,151.25E,STRIPED MARLIN,0,100,-33.75,151.4166667
B022245,1/13/09,33.52S,151.30E,STRIPED MARLIN,0,60,-33.83333333,151.5
A428909,3/19/05,33.15S,151.54E,DOLPHINFISH,0,0,-33.25,151.9166667
A506073,3/14/15,34.34S,151.00E,DOLPHINFISH,65,0,-34.58333333,151
A532512,3/17/12,33.30S,151.38E,DOLPHINFISH,50,1,-33.5,151.6666667
S166441,6/15/00,33.39S,151.29E,WHALER SHARK,100,0,-33.66666667,151.5
A588523,5/20/17,33.35S,151.34E,DOLPHINFISH,62,1,-33.58333333,151.5833333
A632050,3/23/20,33.34S,151.36E,YELLOWFIN TUNA,160,65,-33.58333333,151.5833333
A564772,1/18/14,33.36S,151.26E,DOLPHINFISH,50,1,-33.58333333,151.4166667
S235001,1/9/10,34.47S,151.10E,MAKO SHARK,120,30,-34.75,151.1666667
S223542,3/7/11,34.45S,151.07E,WHALER SHARK,240,130,-34.75,151.0833333
A440856,5/8/04,34.33S,151.10E,YELLOWFIN TUNA,70,15,-34.58333333,151.1666667
A551793,2/8/14,34.36S,151.16E,DOLPHINFISH,73,0,-34.58333333,151.25
S202554,10/16/07,34.28S,151.18E,WHALER SHARK,230,140,-34.5,151.3333333
B152891,2/14/19,34.32S,150.59E,STRIPED MARLIN,0,60,-34.5,151
A391770,12/4/05,34.02S,151.34E,YELLOWFIN TUNA,0,3,-34,151.5833333
A429323,11/7/04,34.19S,151.33E,YELLOWFIN TUNA,50,3,-34.33333333,151.5833333
A484178,9/19/16,34.15S,151.30E,YELLOWFIN TUNA,76,10,-34.25,151.5
A389086,6/9/08,34.43S,151.20E,YELLOWFIN TUNA,0,25,-34.75,151.3333333
A567457,10/3/19,34.47S,151.10E,YELLOWFIN TUNA,85,13,-34.75,151.1666667
S152175,12/28/02,34.47S,151.11E,MAKO SHARK,0,0,-34.75,151.1666667
B039703,1/21/16,34.12S,151.17E,BLUE MARLIN,240,90,-34.16666667,151.25
S173595,9/16/07,34.14S,151.27E,MAKO SHARK,180,70,-34.25,151.4166667
S218455,8/8/10,34.17S,151.24E,MAKO SHARK,260,220,-34.25,151.4166667
S247686,5/17/14,34.04S,151.25E,MAKO SHARK,0,60,-34.08333333,151.4166667
S232042,1/24/16,34.07S,151.16E,TIGER SHARK,0,0,-34.08333333,151.25
S173162,10/15/00,34.00S,151.15E,YELLOWFIN TUNA,0,25,-34,151.25
S164638,1/30/00,33.04S,152.37E,STRIPED MARLIN,0,75,-33.08333333,152.5833333
S173421,3/13/00,33.04S,152.37E,BLACK MARLIN,0,30,-33.08333333,152.5833333
A483486,11/25/11,35.08S,151.02E,YELLOWFIN TUNA,80,10,-35.16666667,151
A517338,3/20/09,35.08S,151.02E,DOLPHINFISH,65,2,-35.16666667,151
A613557,10/18/20,35.08S,151.02E,ALBACORE,90,8,-35.16666667,151
B016733,2/18/21,35.08S,150.58E,BLACK MARLIN,205,80,-35.16666667,151
B167939,2/20/21,35.08S,151.02E,BLACK MARLIN,0,70,-35.16666667,151
B073608,2/5/12,33.05S,152.26E,STRIPED MARLIN,0,90,-33.08333333,152.4166667
B032643,1/26/14,33.58S,152.26E,SHORTBILL SPEARFISH,0,20,-34,152.4166667
A552382,10/18/20,35.07S,151.59E,ALBACORE,80,4,-35.08333333,152
A405057,2/26/01,33.06S,152.07E,DOLPHINFISH,70,2,-33.08333333,152.0833333
S224346,5/12/07,33.05S,152.21E,MAKO SHARK,180,45,-33.08333333,152.3333333
B148453,3/14/20,35.11S,150.57E,STRIPED MARLIN,190,75,-35.16666667,150.9166667
A415528,11/25/06,35.12S,150.58E,YELLOWFIN TUNA,82,4,-35.16666667,151
A402880,11/25/01,35.11S,151.03E,YELLOWFIN TUNA,60,5,-35.16666667,151.0833333
A435891,11/10/07,35.11S,151.03E,ALBACORE,65,5,-35.16666667,151.0833333
A455514,11/8/08,35.11S,151.03E,ALBACORE,50,4,-35.16666667,151.0833333
B034192,3/4/08,35.11S,151.03E,STRIPED MARLIN,0,90,-35.16666667,151.0833333
S223437,2/10/07,35.11S,151.03E,YELLOWFIN TUNA,0,9,-35.16666667,151.0833333
A501128,11/25/12,35.06S,151.09E,ALBACORE,80,7,-35.08333333,151.1666667
B024548,4/13/07,33.04S,152.28E,STRIPED MARLIN,240,60,-33.08333333,152.5
S152351,2/28/01,33.04S,152.28E,STRIPED MARLIN,0,85,-33.08333333,152.5
S166712,2/26/00,33.04S,152.28E,STRIPED MARLIN,0,80,-33.08333333,152.5
S197419,2/16/03,33.04S,152.28E,YELLOWFIN TUNA,0,10,-33.08333333,152.5
A407360,11/25/01,35.06S,150.59E,YELLOWFIN TUNA,0,5,-35.08333333,151
S248712,12/28/19,35.06S,151.04E,BLUE SHARK,220,70,-35.08333333,151.0833333
B062188,3/20/10,33.09S,152.18E,STRIPED MARLIN,0,80,-33.16666667,152.3333333
A433680,2/25/05,33.04S,152.28E,BLACK MARLIN,165,35,-33.08333333,152.5
B001915,2/29/04,33.04S,152.28E,STRIPED MARLIN,0,80,-33.08333333,152.5
B001995,2/28/04,33.04S,152.28E,BLACK MARLIN,0,70,-33.08333333,152.5
B002639,3/2/05,33.04S,152.28E,STRIPED MARLIN,250,90,-33.08333333,152.5
B008335,1/14/06,33.04S,152.28E,BLACK MARLIN,170,45,-33.08333333,152.5
S234400,3/27/10,34.57S,150.56E,WHALER SHARK,180,65,-34.91666667,150.9166667
A380353,2/10/01,34.53S,151.06E,DOLPHINFISH,80,2,-34.91666667,151.0833333
A418946,3/27/04,34.57S,151.05E,DOLPHINFISH,85,4,-34.91666667,151.0833333
S146902,2/14/03,34.57S,151.05E,HAMMERHEAD SHARK,200,50,-34.91666667,151.0833333
A576001,6/14/21,35.02S,151.04E,YELLOWFIN TUNA,0,35,-35,151.0833333
B055480,2/22/14,33.10S,152.16E,BLACK MARLIN,180,70,-33.16666667,152.25
B079055,3/4/12,33.14S,152.16E,BLACK MARLIN,0,90,-33.25,152.25
B112572,1/10/16,33.19S,152.07E,STRIPED MARLIN,225,75,-33.33333333,152.0833333
A384178,2/7/00,34.57S,150.56E,BLACK MARLIN,200,80,-34.91666667,150.9166667
A469852,1/3/07,34.57S,150.56E,STRIPED MARLIN,155,30,-34.91666667,150.9166667
S162226,2/19/05,34.57S,150.56E,BLACK MARLIN,190,100,-34.91666667,150.9166667
S162930,3/1/00,34.57S,150.56E,BLACK MARLIN,210,70,-34.91666667,150.9166667
S242606,9/18/10,34.01S,151.41E,BLUE SHARK,120,40,-34,151.6666667
S250220,8/10/14,34.02S,151.39E,MAKO SHARK,0,125,-34,151.6666667
S251600,8/10/13,34.02S,151.39E,BLUE SHARK,0,40,-34,151.6666667
B028370,3/26/16,33.20S,152.09E,BLUE MARLIN,220,90,-33.33333333,152.1666667
S126429,1/3/00,33.22S,152.08E,BLUE MARLIN,270,150,-33.33333333,152.1666667
S171979,2/18/01,33.22S,152.08E,STRIPED MARLIN,0,60,-33.33333333,152.1666667
S243787,3/15/14,33.56S,151.35E,BLUE SHARK,140,40,-33.91666667,151.5833333
A413590,3/21/04,33.53S,151.38E,DOLPHINFISH,0,0,-33.91666667,151.6666667
S226370,8/6/16,33.56S,151.40E,MAKO SHARK,0,40,-33.91666667,151.6666667
A449851,12/4/05,34.02S,151.39E,YELLOWFIN TUNA,40,2,-34,151.6666667
S211122,8/6/05,34.02S,151.39E,YELLOWFIN TUNA,0,8,-34,151.6666667
S211277,11/27/04,34.00S,151.40E,YELLOWFIN TUNA,80,10,-34,151.6666667
B009466,3/6/08,33.45S,151.46E,STRIPED MARLIN,0,80,-33.75,151.75
B136654,4/13/19,33.41S,151.51E,STRIPED MARLIN,180,90,-33.66666667,151.8333333
S217792,12/27/05,33.56S,151.52E,HAMMERHEAD SHARK,120,20,-33.91666667,151.8333333
S231615,3/16/13,33.48S,151.39E,YELLOWFIN TUNA,60,3.5,-33.83333333,151.6666667
B022297,3/15/08,33.53S,151.34E,STRIPED MARLIN,0,60,-33.91666667,151.5833333
S142052,7/26/08,33.53S,151.37E,MAKO SHARK,0,100,-33.91666667,151.5833333
A397224,4/13/00,33.46S,151.25E,DOLPHINFISH,36,0,-33.75,151.4166667
A351898,12/21/02,33.44S,151.32E,STRIPED MARLIN,0,80,-33.75,151.5
A402500,4/10/10,33.37S,151.54E,DOLPHINFISH,70,2,-33.58333333,151.9166667
B147604,1/9/21,33.34S,151.53E,STRIPED MARLIN,0,60,-33.58333333,151.9166667
A468750,3/19/06,33.31S,151.53E,DOLPHINFISH,60,9,-33.5,151.9166667
A520811,12/28/09,33.33S,151.46E,DOLPHINFISH,40,0.4,-33.58333333,151.75
B103859,2/7/15,33.36S,151.33E,STRIPED MARLIN,0,60,-33.58333333,151.5833333
B080194,1/30/16,33.33S,151.30E,BLACK MARLIN,0,30,-33.58333333,151.5
A573060,12/28/14,33.34S,151.27E,DOLPHINFISH,67,2,-33.58333333,151.4166667
B137321,1/19/19,33.53S,151.32E,STRIPED MARLIN,180,60,-33.91666667,151.5
A365970,4/5/14,33.53S,151.23E,DOLPHINFISH,0,2,-33.91666667,151.4166667
A356788,1/11/04,33.44S,151.27E,STRIPED MARLIN,0,70,-33.75,151.4166667
A585665,3/25/17,34.33S,151.00E,DOLPHINFISH,65,0,-34.58333333,151
