Tag_Number,Release_Da,Latitude,Longitude,Species_Na,Length,Weight,Latitude_F,Longitude_
S166747,9/29/01,34.00S,151.66666667,YELLOWFIN TUNA,0.0,10.0,-34.0,151.66666666700007
S242842,9/9/12,34.17S,151.41666667,BLUE SHARK,190.0,100.0,-34.25,151.41666666700007
B114198,7/30/15,17.37S,121.91666667,SAILFISH,130.0,12.0,-17.58333333,121.91666666700007
S190868,2/6/05,34.57S,151.08333333,STRIPED MARLIN,250.0,80.0,-34.91666667,151.08333333300004
B176346,2/21/21,34.51S,151.16666667,BLACK MARLIN,140.0,20.0,-34.83333333,151.16666666700007
A620368,6/21/20,41.25S,148.66666667,SOUTHERN BLUEFIN TUNA,87.0,15.0,-41.41666667,148.66666666700007
S215703,1/28/06,30.53S,153.08333333,HAMMERHEAD SHARK,0.0,33.0,-30.91666667,153.08333333300004
A388509,11/10/01,34.47S,151.16666667,YELLOWFIN TUNA,80.0,10.0,-34.75,151.16666666700007
B068256,2/5/12,33.03S,152.41666667,STRIPED MARLIN,220.0,70.0,-33.08333333,152.41666666700007
B045734,9/28/14,31.31S,153.25,STRIPED MARLIN,170.0,70.0,-31.5,153.2500000000001
S185267,5/7/01,26.31S,153.5,SAILFISH,0.0,35.0,-26.5,153.5000000000001
B108698,12/27/14,26.45S,153.5,BLACK MARLIN,0.0,30.0,-26.75,153.5000000000001
B071279,12/3/16,27.10S,153.5,BLACK MARLIN,140.0,25.0,-27.16666667,153.5000000000001
S227925,11/28/09,06.46S,147.91666667,WHALER SHARK,70.0,15.0,-6.75,147.91666666700007
A523121,4/22/10,28.58S,113.91666667,SPANISH MACKEREL,120.0,13.0,-29.0,113.91666666700007
B120611,6/1/16,30.12S,153.5,BLUE MARLIN,220.0,110.0,-30.16666667,153.5000000000001
S182073,1/4/02,27.02S,153.5,DOLPHINFISH,110.0,7.0,-27.0,153.5000000000001
A570738,4/6/13,43.44S,146.41666667,SOUTHERN BLUEFIN TUNA,100.0,18.0,-43.75,146.41666666700007
B180783,2/14/23,36.30S,150.25,STRIPED MARLIN,0.0,70.0,-36.5,150.2500000000001
D016506,4/20/22,36.25S,150.25,DOLPHINFISH,70.0,2.0,-36.41666667,150.2500000000001
B161373,12/9/23,21.44S,113.83333333,BLUE MARLIN,150.0,140.0,-21.75,113.83333333300004
B180786,3/4/23,36.06S,150.33333333,BLACK MARLIN,0.0,65.0,-36.08333333,150.33333333300004
B002799,2/29/04,33.04S,152.5,STRIPED MARLIN,210.0,80.0,-33.08333333,152.5000000000001
D000081,1/20/04,32.55S,151.91666667,DOLPHINFISH,55.0,0.0,-32.91666667,151.91666666700007
B130780,2/18/18,31.19S,153.0,BLACK MARLIN,180.0,45.0,-31.33333333,153.0000000000001
A492108,6/14/09,38.15S,140.66666667,SOUTHERN BLUEFIN TUNA,90.0,14.0,-38.25,140.66666666700007
A351873,1/1/01,33.53S,151.33333333,STRIPED MARLIN,0.0,80.0,-33.91666667,151.33333333300004
B005185,2/8/06,33.04S,152.5,STRIPED MARLIN,0.0,85.0,-33.08333333,152.5000000000001
B017109,3/19/11,33.04S,152.41666667,STRIPED MARLIN,0.0,25.0,-33.08333333,152.41666666700007
B109531,11/7/14,24.44S,153.25,BLACK MARLIN,100.0,10.0,-24.75,153.2500000000001
B093738,11/5/16,14.33S,136.25,SAILFISH,210.0,35.0,-14.58333333,136.2500000000001
A425141,3/23/03,28.07S,153.5,COBIA,115.0,13.0,-28.08333333,153.5000000000001
A531316,3/4/23,35.20S,136.16666667,SOUTHERN BLUEFIN TUNA,98.0,19.2,-35.33333333,136.16666666700007
S182843,11/23/00,16.10S,145.91666667,BLACK MARLIN,0.0,140.0,-16.16666667,145.91666666700007
A492689,7/1/09,16.31S,145.83333333,SPANISH MACKEREL,0.0,3.0,-16.5,145.83333333300004
S207699,1/26/04,32.55S,152.41666667,BLACK MARLIN,180.0,70.0,-32.91666667,152.41666666700007
S189357,11/18/01,24.38S,153.25,BLACK MARLIN,0.0,12.0,-24.66666667,153.2500000000001
A531319,3/5/23,35.20S,136.16666667,SOUTHERN BLUEFIN TUNA,91.0,15.5,-35.33333333,136.16666666700007
S215700,1/19/06,30.53S,153.08333333,COBIA,0.0,5.0,-30.91666667,153.08333333300004
B088126,3/11/13,21.35S,114.25,BLACK MARLIN,150.0,40.0,-21.58333333,114.25000000000011
B085152,12/9/12,12.10S,130.33333333,SAILFISH,175.0,0.0,-12.16666667,130.33333333300004
S175887,2/13/00,36.29S,150.25,STRIPED MARLIN,0.0,95.0,-36.5,150.2500000000001
A492105,6/14/09,38.15S,140.75,SOUTHERN BLUEFIN TUNA,90.0,14.0,-38.25,140.7500000000001
S272489,12/14/20,32.11S,115.75,TIGER SHARK,220.0,0.0,-32.16666667,115.75000000000011
S152606,1/30/00,33.04S,152.58333333,STRIPED MARLIN,0.0,80.0,-33.08333333,152.58333333300004
B094990,10/5/15,27.04S,153.83333333,BLUE MARLIN,260.0,180.0,-27.08333333,153.83333333300004
B143296,10/29/17,11.35S,129.83333333,SAILFISH,190.0,50.0,-11.58333333,129.83333333300004
B101186,3/19/18,26.32S,153.58333333,BLACK MARLIN,0.0,15.0,-26.5,153.58333333300004
A522537,7/6/10,36.42S,150.58333333,SOUTHERN BLUEFIN TUNA,100.0,45.0,-36.66666667,150.58333333300004
S175891,2/12/00,36.29S,150.25,STRIPED MARLIN,0.0,90.0,-36.5,150.2500000000001
A603926,6/4/16,35.15S,135.58333333,SOUTHERN BLUEFIN TUNA,73.0,8.2,-35.25,135.58333333300004
A613414,2/12/17,34.40S,151.0,DOLPHINFISH,65.0,0.0,-34.66666667,151.0000000000001
B062067,2/20/11,33.04S,152.41666667,STRIPED MARLIN,220.0,60.0,-33.08333333,152.41666666700007
B161885,12/7/20,20.19S,116.58333333,SAILFISH,130.0,10.0,-20.33333333,116.58333333300004
B154099,2/27/20,26.41S,153.5,BLACK MARLIN,0.0,35.0,-26.66666667,153.5000000000001
S227891,4/14/06,06.57S,147.5,BLUE MARLIN,220.0,80.0,-6.91666667,147.5000000000001
S198838,4/9/06,7.15S,147.25,WAHOO,35.0,4.0,-7.25,147.2500000000001
S209481,1/22/06,32.54S,152.58333333,BLACK MARLIN,250.0,90.0,-32.91666667,152.58333333300004
B143576,6/15/19,13.04S,141.5,SAILFISH,180.0,15.0,-13.08333333,141.5000000000001
A102355,2/26/05,32.49S,152.5,DOLPHINFISH,0.0,2.0,-32.83333333,152.5000000000001
A629519,5/12/21,43.01S,148.08333333,SOUTHERN BLUEFIN TUNA,89.0,16.0,-43.0,148.08333333300004
A545945,3/24/18,42.18S,148.58333333,ALBACORE,85.0,8.0,-42.33333333,148.58333333300004
A354750,4/7/08,36.29S,150.5,YELLOWFIN TUNA,0.0,5.0,-36.5,150.5000000000001
A553394,5/19/11,38.07S,140.5,SOUTHERN BLUEFIN TUNA,75.0,11.0,-38.08333333,140.5000000000001
S190886,2/18/05,30.52S,153.08333333,BLACK MARLIN,150.0,30.0,-30.83333333,153.08333333300004
A350945,11/25/01,35.11S,151.08333333,YELLOWFIN TUNA,100.0,20.0,-35.16666667,151.08333333300004
B138166,2/10/18,33.05S,151.83333333,SHORTBILL SPEARFISH,160.0,30.0,-33.08333333,151.83333333300004
A440620,4/9/05,36.55S,150.33333333,YELLOWFIN TUNA,0.0,7.0,-36.91666667,150.33333333300004
A578648,5/29/21,37.59S,140.5,SOUTHERN BLUEFIN TUNA,88.0,11.0,-38.0,140.5000000000001
B100152,10/14/14,14.59S,145.66666667,BLACK MARLIN,0.0,30.0,-15.0,145.66666666700007
A351893,2/20/00,33.44S,151.66666667,STRIPED MARLIN,0.0,70.0,-33.75,151.66666666700007
S245094,8/20/17,20.26S,116.5,WHALER SHARK,150.0,40.0,-20.41666667,116.50000000000011
S228374,8/3/12,20.21S,116.83333333,WHALER SHARK,150.0,20.0,-20.33333333,116.83333333300004
B078189,11/16/13,26.34S,153.33333333,BLACK MARLIN,170.0,30.0,-26.58333333,153.33333333300004
S198512,11/25/06,34.50S,151.16666667,MAKO SHARK,120.0,30.0,-34.83333333,151.16666666700007
A486727,4/27/07,43.14S,148.0,SOUTHERN BLUEFIN TUNA,80.0,16.0,-43.25,148.0000000000001
B071527,3/16/12,21.46S,113.83333333,BLACK MARLIN,140.0,35.0,-21.75,113.83333333300004
B100155,10/12/16,14.19S,145.33333333,BLACK MARLIN,0.0,400.0,-14.33333333,145.33333333300004
A405262,3/3/02,32.33S,152.41666667,DOLPHINFISH,0.0,5.0,-32.58333333,152.41666666700007
A545414,3/12/16,41.24S,148.66666667,ALBACORE,70.0,6.0,-41.41666667,148.66666666700007
A660737,5/22/22,43.32S,147.25,SOUTHERN BLUEFIN TUNA,70.0,8.0,-43.5,147.2500000000001
A545942,2/17/18,43.13S,148.0,SOUTHERN BLUEFIN TUNA,80.0,12.0,-43.25,148.0000000000001
A553397,5/19/11,38.07S,140.58333333,SOUTHERN BLUEFIN TUNA,72.0,12.0,-38.08333333,140.58333333300004
A304691,10/27/07,35.55S,150.5,ALBACORE,28.0,2.0,-35.91666667,150.5000000000001
A403935,1/10/10,33.05S,151.83333333,DOLPHINFISH,38.0,0.5,-33.08333333,151.83333333300004
B120615,5/3/16,30.23S,153.41666667,BLUE MARLIN,210.0,80.0,-30.41666667,153.41666666700007
B142949,2/17/18,32.33S,152.58333333,BLACK MARLIN,0.0,30.0,-32.58333333,152.58333333300004
A405249,2/28/01,32.49S,152.66666667,DOLPHINFISH,42.0,1.0,-32.83333333,152.66666666700007
B138130,2/20/20,32.55S,152.58333333,BLACK MARLIN,0.0,60.0,-32.91666667,152.58333333300004
B161882,7/21/21,20.25S,116.41666667,SAILFISH,140.0,12.0,-20.41666667,116.41666666700007
B195518,4/24/23,36.15S,150.33333333,STRIPED MARLIN,0.0,100.0,-36.25,150.33333333300004
B010318,2/17/07,35.22S,150.83333333,STRIPED MARLIN,0.0,75.0,-35.33333333,150.83333333300004
S198519,1/17/04,34.35S,151.08333333,WHALER SHARK,200.0,60.0,-34.58333333,151.08333333300004
B162856,2/9/21,35.11S,150.91666667,STRIPED MARLIN,290.0,110.0,-35.16666667,150.91666666700007
A546091,4/24/21,43.13S,148.0,SOUTHERN BLUEFIN TUNA,70.0,15.0,-43.25,148.0000000000001
A522544,4/26/13,36.54S,150.5,DOLPHINFISH,90.0,5.0,-36.91666667,150.5000000000001
A591134,6/29/16,38.33S,142.25,SOUTHERN BLUEFIN TUNA,0.0,11.0,-38.58333333,142.2500000000001
A286761,8/27/06,16.38S,145.91666667,BLACK MARLIN,180.0,35.0,-16.66666667,145.91666666700007
A350942,11/25/01,35.11S,151.08333333,YELLOWFIN TUNA,0.0,8.0,-35.16666667,151.08333333300004
S165099,2/28/01,32.49S,152.66666667,DOLPHINFISH,0.0,1.0,-32.83333333,152.66666666700007
B133380,2/17/18,26.30S,153.58333333,BLACK MARLIN,0.0,30.0,-26.5,153.58333333300004
B027597,3/9/10,26.23S,153.58333333,BLACK MARLIN,155.0,40.0,-26.41666667,153.58333333300004
A426637,4/2/17,35.18S,135.58333333,SOUTHERN BLUEFIN TUNA,83.0,11.8,-35.33333333,135.58333333300004
B146707,1/23/19,26.48S,153.33333333,BLACK MARLIN,0.0,20.0,-26.83333333,153.33333333300004
S179630,3/28/05,28.05S,153.91666667,BLUE MARLIN,230.0,100.0,-28.08333333,153.91666666700007
S199812,4/10/09,5.04S,145.91666667,SPANISH MACKEREL,0.0,5.0,-5.08333333,145.91666666700007
A451139,6/9/07,43.47S,147.0,SOUTHERN BLUEFIN TUNA,85.0,18.0,-43.75,147.0000000000001
B190266,3/12/23,34.36S,151.25,BLUE MARLIN,220.0,85.0,-34.58333333,151.2500000000001
A521018,3/14/15,33.53S,151.58333333,DOLPHINFISH,0.0,2.0,-33.91666667,151.58333333300004
A455105,11/3/07,36.29S,150.25,ALBACORE,40.0,4.0,-36.5,150.2500000000001
S188145,9/18/04,37.05S,150.25,MAKO SHARK,190.0,35.0,-37.08333333,150.2500000000001
B143909,7/23/21,06.58S,147.25,BLUE MARLIN,185.0,50.0,-7.0,147.2500000000001
A469946,3/18/10,33.45S,151.58333333,DOLPHINFISH,0.0,3.0,-33.75,151.58333333300004
B061571,2/4/12,33.01S,152.41666667,STRIPED MARLIN,200.0,80.0,-33.0,152.41666666700007
B098050,12/14/13,26.56S,153.41666667,BLACK MARLIN,150.0,25.0,-26.91666667,153.41666666700007
S184712,12/19/04,27.02S,153.5,YELLOWFIN TUNA,0.0,3.0,-27.0,153.5000000000001
B112914,2/14/16,34.56S,150.91666667,STRIPED MARLIN,190.0,70.0,-34.91666667,150.91666666700007
A559735,6/2/16,38.11S,140.75,SOUTHERN BLUEFIN TUNA,80.0,10.5,-38.16666667,140.7500000000001
B119060,3/21/17,21.55S,113.83333333,BLACK MARLIN,160.0,40.0,-21.91666667,113.83333333300004
B029210,9/6/08,19.16S,147.41666667,BLACK MARLIN,120.0,25.0,-19.25,147.41666666700007
S121360,10/19/02,14.47S,145.75,BLACK MARLIN,0.0,136.0,-14.75,145.7500000000001
B000828,2/17/07,35.45S,150.66666667,STRIPED MARLIN,210.0,90.0,-35.75,150.66666666700007
B155233,9/26/21,11.37S,129.91666667,BLACK MARLIN,240.0,110.0,-11.58333333,129.91666666700007
B088734,12/2/12,27.44S,153.5,BLACK MARLIN,150.0,10.0,-27.75,153.5000000000001
B112911,2/12/16,34.59S,150.91666667,BLACK MARLIN,190.0,70.0,-35.0,150.91666666700007
B127091,2/17/18,35.12S,150.83333333,STRIPED MARLIN,240.0,90.0,-35.16666667,150.83333333300004
B013125,4/8/06,28.10S,153.91666667,BLUE MARLIN,300.0,120.0,-28.16666667,153.91666666700007
S272493,11/25/20,32.03S,115.75,TIGER SHARK,175.0,80.0,-32.08333333,115.75000000000011
A331943,1/23/00,30.52S,153.08333333,BLACK MARLIN,0.0,45.0,-30.83333333,153.08333333300004
S208881,9/9/06,18.05S,146.41666667,SAILFISH,0.0,0.0,-18.08333333,146.41666666700007
A390259,2/23/02,35.11S,151.08333333,BLACK MARLIN,200.0,80.0,-35.16666667,151.08333333300004
S141220,2/23/02,36.29S,150.25,STRIPED MARLIN,250.0,100.0,-36.5,150.2500000000001
S145627,5/19/01,36.29S,150.25,MAKO SHARK,100.0,20.0,-36.5,150.2500000000001
S188138,4/13/02,37.14S,150.33333333,YELLOWFIN TUNA,90.0,18.0,-37.25,150.33333333300004
B071530,3/12/13,21.50S,113.91666667,BLACK MARLIN,280.0,130.0,-21.83333333,113.91666666700007
S176261,2/9/03,32.42S,152.41666667,STRIPED MARLIN,0.0,70.0,-32.66666667,152.41666666700007
B135948,1/11/19,31.26S,153.16666667,BLUE MARLIN,190.0,120.0,-31.41666667,153.16666666700007
B045106,1/8/18,26.56S,153.33333333,BLACK MARLIN,150.0,30.0,-26.91666667,153.33333333300004
B113472,1/7/16,27.49S,153.91666667,BLACK MARLIN,155.0,38.0,-27.83333333,153.91666666700007
A451136,6/9/07,43.47S,147.0,SOUTHERN BLUEFIN TUNA,85.0,18.0,-43.75,147.0000000000001
A492696,12/6/08,19.11S,147.58333333,SPANISH MACKEREL,60.0,4.0,-19.16666667,147.58333333300004
B030274,3/24/08,33.04S,152.5,STRIPED MARLIN,180.0,50.0,-33.08333333,152.5000000000001
B149899,3/12/18,32.43S,152.5,STRIPED MARLIN,0.0,40.0,-32.75,152.5000000000001
A484713,3/31/18,32.46S,152.58333333,DOLPHINFISH,70.0,0.0,-32.75,152.58333333300004
S165105,11/23/02,32.50S,152.5,TIGER SHARK,200.0,50.0,-32.83333333,152.5000000000001
A491180,8/1/08,20.18S,116.66666667,COBIA,100.0,8.0,-20.33333333,116.66666666700007
S163278,12/24/02,26.37S,153.33333333,BLACK MARLIN,0.0,30.0,-26.58333333,153.33333333300004
B127111,4/30/16,35.11S,151.08333333,STRIPED MARLIN,0.0,0.0,-35.16666667,151.08333333300004
B126268,2/2/18,35.10S,150.91666667,BLACK MARLIN,0.0,70.0,-35.16666667,150.91666666700007
A469943,3/18/10,33.45S,151.58333333,DOLPHINFISH,0.0,5.0,-33.75,151.58333333300004
B003259,4/25/05,32.54S,152.58333333,STRIPED MARLIN,220.0,70.0,-32.91666667,152.58333333300004
B111367,11/1/15,24.33S,153.41666667,BLUE MARLIN,340.0,474.0,-24.58333333,153.41666666700007
B098058,12/27/14,26.42S,153.5,BLACK MARLIN,110.0,15.0,-26.66666667,153.5000000000001
B200511,3/20/23,21.54S,113.83333333,BLACK MARLIN,190.0,70.0,-21.91666667,113.83333333300004
S235360,11/16/08,20.14S,148.83333333,WHALER SHARK,140.0,20.0,-20.25,148.83333333300004
B027600,11/3/09,24.28S,153.25,SAILFISH,0.0,35.0,-24.5,153.2500000000001
A426640,4/1/17,35.18S,135.58333333,SOUTHERN BLUEFIN TUNA,79.0,10.2,-35.33333333,135.58333333300004
B087891,9/3/12,19.11S,147.58333333,BLACK MARLIN,100.0,11.0,-19.16666667,147.58333333300004
B013995,4/9/07,36.07S,150.41666667,STRIPED MARLIN,240.0,85.0,-36.08333333,150.41666666700007
A484710,4/6/14,33.59S,151.25,YELLOWFIN TUNA,40.0,5.0,-34.0,151.2500000000001
B030271,3/8/08,33.00S,152.41666667,STRIPED MARLIN,220.0,70.0,-33.0,152.41666666700007
S163275,1/9/02,26.23S,153.25,SAILFISH,0.0,15.0,-26.41666667,153.2500000000001
S193435,5/8/04,36.25S,150.33333333,STRIPED MARLIN,0.0,75.0,-36.41666667,150.33333333300004
S259717,3/8/20,36.25S,150.25,WHALER SHARK,0.0,60.0,-36.41666667,150.2500000000001
A514037,4/10/09,38.26S,140.58333333,ALBACORE,66.0,4.0,-38.41666667,140.58333333300004
B088130,3/22/18,21.51S,114.25,SAILFISH,165.0,15.0,-21.83333333,114.25000000000011
C531131,5/1/06,35.17S,136.08333333,SOUTHERN BLUEFIN TUNA,0.0,18.0,-35.25,136.08333333300004
A177209,4/25/08,35.00S,136.0,SOUTHERN BLUEFIN TUNA,73.0,8.0,-35.0,136.0000000000001
A502114,9/19/09,34.32S,151.41666667,ALBACORE,0.0,3.0,-34.5,151.41666666700007
S110097,12/30/02,30.18S,153.5,STRIPED MARLIN,0.0,100.0,-30.33333333,153.5000000000001
B098656,6/3/18,20.17S,116.83333333,BLACK MARLIN,130.0,20.0,-20.25,116.83333333300004
A480291,9/4/07,21.01S,115.0,SAILFISH,180.0,30.0,-21.0,115.00000000000011
B045101,3/7/09,28.11S,153.91666667,BLUE MARLIN,260.0,180.0,-28.16666667,153.91666666700007
B173664,1/18/21,27.51S,153.66666667,BLACK MARLIN,155.0,30.0,-27.83333333,153.66666666700007
B082028,1/2/15,33.04S,152.5,STRIPED MARLIN,250.0,70.0,-33.08333333,152.5000000000001
B103591,1/6/18,30.11S,153.41666667,BLACK MARLIN,150.0,50.0,-30.16666667,153.41666666700007
A468160,4/14/07,30.18S,153.33333333,YELLOWFIN TUNA,0.0,5.0,-30.33333333,153.33333333300004
A590374,12/24/17,26.37S,153.25,DOLPHINFISH,0.0,10.0,-26.58333333,153.2500000000001
C531537,5/6/07,38.14S,140.58333333,SOUTHERN BLUEFIN TUNA,80.0,12.0,-38.25,140.58333333300004
A480306,4/26/09,28.38S,113.91666667,SPANISH MACKEREL,140.0,15.0,-28.66666667,113.91666666700007
S253062,3/10/15,34.38S,134.83333333,WHALER SHARK,300.0,200.0,-34.66666667,134.83333333300004
B000832,1/16/04,35.45S,150.5,STRIPED MARLIN,0.0,100.0,-35.75,150.5000000000001
B081320,3/1/12,33.02S,152.41666667,STRIPED MARLIN,0.0,90.0,-33.0,152.41666666700007
B172313,3/7/21,32.42S,152.75,BLACK MARLIN,125.0,25.0,-32.66666667,152.7500000000001
B116514,8/17/15,27.05S,153.83333333,BLUE MARLIN,280.0,200.0,-27.08333333,153.83333333300004
A526920,6/2/10,38.13S,140.83333333,SOUTHERN BLUEFIN TUNA,75.0,13.0,-38.25,140.83333333300004
B081317,3/3/12,33.01S,152.41666667,BLACK MARLIN,0.0,80.0,-33.0,152.41666666700007
S184702,12/23/04,26.57S,153.41666667,YELLOWFIN TUNA,0.0,4.5,-26.91666667,153.41666666700007
C531708,4/25/07,38.12S,140.66666667,SOUTHERN BLUEFIN TUNA,87.0,16.0,-38.16666667,140.66666666700007
A503431,11/21/09,20.57S,149.75,COBIA,130.0,15.0,-20.91666667,149.7500000000001
B013992,3/11/07,36.07S,150.41666667,STRIPED MARLIN,220.0,90.0,-36.08333333,150.41666666700007
A191464,4/19/05,30.20S,153.41666667,BLUE MARLIN,243.84,120.0,-30.33333333,153.41666666700007
B133376,3/5/17,26.22S,153.66666667,BLACK MARLIN,160.0,30.0,-26.33333333,153.66666666700007
B111364,10/27/15,24.36S,153.33333333,BLUE MARLIN,270.0,150.0,-24.58333333,153.33333333300004
B103799,3/19/18,36.32S,150.33333333,STRIPED MARLIN,235.0,80.0,-36.5,150.33333333300004
A455101,4/10/05,36.55S,150.33333333,YELLOWFIN TUNA,90.0,10.0,-36.91666667,150.33333333300004
C531534,5/22/10,38.19S,140.91666667,SOUTHERN BLUEFIN TUNA,0.0,12.0,-38.33333333,140.91666666700007
C531128,4/19/09,35.17S,136.08333333,SOUTHERN BLUEFIN TUNA,95.0,17.5,-35.25,136.08333333300004
B166042,9/7/19,13.02S,141.25,SAILFISH,0.0,13.0,-13.0,141.2500000000001
S159281,10/13/02,15.04S,145.75,BLACK MARLIN,0.0,340.0,-15.08333333,145.7500000000001
A413047,3/31/09,35.50S,135.83333333,SOUTHERN BLUEFIN TUNA,80.0,16.0,-35.83333333,135.83333333300004
A620911,12/28/19,35.00S,135.58333333,SOUTHERN BLUEFIN TUNA,67.0,6.4,-35.0,135.58333333300004
B034105,11/9/12,24.49S,153.16666667,BLACK MARLIN,160.0,20.0,-24.83333333,153.16666666700007
S194320,1/17/06,27.56S,153.5,BLACK MARLIN,160.0,45.0,-27.91666667,153.5000000000001
B101777,3/20/14,21.44S,113.83333333,BLACK MARLIN,284.0,190.0,-21.75,113.83333333300004
A462751,12/2/06,31.56S,115.33333333,SOUTHERN BLUEFIN TUNA,35.0,3.0,-31.91666667,115.33333333300004
A268576,3/11/02,35.43S,150.5,STRIPED MARLIN,0.0,50.0,-35.75,150.5000000000001
S193517,2/8/04,33.20S,152.08333333,STRIPED MARLIN,0.0,40.0,-33.33333333,152.08333333300004
A507806,1/24/16,34.09S,151.41666667,DOLPHINFISH,75.0,1.5,-34.16666667,151.41666666700007
B140760,6/12/20,20.27S,116.58333333,SAILFISH,170.0,17.0,-20.41666667,116.58333333300004
A435903,11/25/06,35.11S,151.83333333,YELLOWFIN TUNA,60.0,15.0,-35.16666667,151.83333333300004
A441944,9/5/04,36.29S,150.25,ALBACORE,60.0,3.0,-36.5,150.2500000000001
S171660,2/6/00,36.25S,150.33333333,STRIPED MARLIN,190.0,80.0,-36.41666667,150.33333333300004
S235378,12/4/08,20.04S,149.0,WHALER SHARK,150.0,45.0,-20.08333333,149.0000000000001
D001354,11/11/07,30.19S,153.5,YELLOWFIN TUNA,85.0,8.0,-30.33333333,153.5000000000001
A610266,3/21/17,28.15S,113.58333333,SPANISH MACKEREL,155.0,24.0,-28.25,113.58333333300004
B166045,9/17/19,13.02S,141.25,SAILFISH,155.0,12.0,-13.0,141.2500000000001
B017826,9/15/07,18.03S,146.58333333,SAILFISH,0.0,25.0,-18.08333333,146.58333333300004
B117295,2/25/16,32.33S,152.41666667,BLACK MARLIN,120.0,30.0,-32.58333333,152.41666666700007
B040550,3/21/10,30.27S,153.41666667,BLUE MARLIN,240.0,175.0,-30.41666667,153.41666666700007
A472204,8/4/06,20.26S,115.5,LONGTAIL TUNA,92.0,12.0,-20.41666667,115.50000000000011
A494663,6/14/14,43.03S,148.0,SOUTHERN BLUEFIN TUNA,75.0,13.0,-43.08333333,148.0000000000001
S249931,1/22/21,37.50S,149.91666667,WHALER SHARK,150.0,12.0,-37.83333333,149.91666666700007
A473347,4/13/06,06.57S,147.25,YELLOWFIN TUNA,0.0,0.0,-6.91666667,147.2500000000001
S178215,11/6/00,16.38S,146.25,BLACK MARLIN,280.0,0.0,-16.66666667,146.2500000000001
B123099,11/23/17,24.40S,153.5,BLUE MARLIN,0.0,220.0,-24.66666667,153.5000000000001
S172278,1/26/00,33.17S,151.91666667,STRIPED MARLIN,210.0,70.0,-33.25,151.91666666700007
S187401,1/27/02,33.44S,151.75,STRIPED MARLIN,210.0,60.0,-33.75,151.7500000000001
S165440,3/18/01,33.44S,151.41666667,SHORTBILL SPEARFISH,200.0,21.0,-33.75,151.41666666700007
B040255,3/21/09,33.01S,152.41666667,STRIPED MARLIN,0.0,75.0,-33.0,152.41666666700007
A488925,3/7/10,41.22S,148.66666667,ALBACORE,50.0,2.4,-41.33333333,148.66666666700007
B017852,10/31/06,14.59S,145.66666667,BLACK MARLIN,0.0,45.36,-15.0,145.66666666700007
B117291,3/12/16,33.02S,152.5,BLUE MARLIN,250.0,150.0,-33.0,152.5000000000001
B098661,7/11/18,20.29S,116.41666667,SAILFISH,190.0,26.0,-20.5,116.41666666700007
A446686,9/5/05,13.36S,136.91666667,SPANISH MACKEREL,80.0,8.0,-13.58333333,136.91666666700007
S171663,2/9/00,36.29S,150.25,STRIPED MARLIN,0.0,80.0,-36.5,150.2500000000001
B101588,3/19/14,21.44S,113.83333333,BLACK MARLIN,180.0,40.0,-21.75,113.83333333300004
B122884,10/2/16,13.00S,141.25,SAILFISH,185.0,17.0,-13.0,141.2500000000001
B190274,3/11/23,34.37S,151.41666667,BLUE MARLIN,205.0,85.0,-34.58333333,151.41666666700007
B200499,8/12/23,21.28S,114.66666667,SAILFISH,190.0,25.0,-21.5,114.66666666700007
B034100,11/14/08,24.35S,153.25,BLACK MARLIN,160.0,0.0,-24.58333333,153.2500000000001
S93825,1/23/05,28.11S,153.58333333,BLACK MARLIN,140.0,20.0,-28.16666667,153.58333333300004
A577295,3/6/22,28.25S,113.91666667,YELLOWFIN TUNA,63.0,2.0,-28.41666667,113.91666666700007
S171094,2/18/05,32.54S,152.58333333,STRIPED MARLIN,220.0,80.0,-32.91666667,152.58333333300004
S179626,1/23/04,33.59S,151.83333333,STRIPED MARLIN,0.0,45.0,-34.0,151.83333333300004
B146699,7/2/20,24.38S,153.25,BLACK MARLIN,60.0,3.0,-24.66666667,153.2500000000001
S188549,1/13/02,26.41S,153.25,BLACK MARLIN,0.0,25.0,-26.66666667,153.2500000000001
A494656,6/15/14,43.03S,148.0,SOUTHERN BLUEFIN TUNA,70.0,13.0,-43.08333333,148.0000000000001
S249940,1/27/23,36.28S,150.25,MAKO SHARK,0.0,90.0,-36.5,150.2500000000001
B023151,10/27/12,19.56S,148.91666667,BLACK MARLIN,100.0,10.0,-19.91666667,148.91666666700007
A507953,9/10/09,19.06S,147.58333333,SPANISH MACKEREL,65.0,2.0,-19.08333333,147.58333333300004
S134729,10/23/01,14.47S,145.75,BLACK MARLIN,0.0,136.0,-14.75,145.7500000000001
B000143,3/5/05,27.56S,153.58333333,SHORTBILL SPEARFISH,0.0,30.0,-27.91666667,153.58333333300004
B112648,2/2/16,35.26S,150.66666667,STRIPED MARLIN,210.0,80.0,-35.41666667,150.66666666700007
B106923,8/1/14,20.16S,116.66666667,BLACK MARLIN,140.0,20.0,-20.25,116.66666666700007
A462324,10/9/05,13.52S,136.33333333,LONGTAIL TUNA,100.0,7.0,-13.83333333,136.33333333300004
A577299,3/6/22,28.25S,113.91666667,SPANISH MACKEREL,110.0,8.5,-28.41666667,113.91666666700007
B177890,3/17/23,35.15S,151.0,STRIPED MARLIN,220.0,80.0,-35.25,151.0000000000001
D002044,2/5/06,33.37S,151.5,DOLPHINFISH,0.0,1.5,-33.58333333,151.5000000000001
