OBJECTID,Tag_Number,Release_Date,Latitude,Longitude,Species_Name,Length,Weight,Latitude_FiveNM,Longitude_FiveNM,Moon_Phase,Wind_Direction_10m,Rain_mm,Is_Raining,Sea_Surface_Temp_C
7405,A367795,983145600000,-32.666666666142184,152.58333333300004,DOLPHINFISH,30.0,0.0,-32.66666667,152.58333333,0.1121561251212877,29.0,0.0,False,
7406,A367796,983145600000,-32.666666666142184,152.58333333300004,DOLPHINFISH,45.0,0.0,-32.66666667,152.58333333,0.1121561251212877,29.0,0.0,False,
7407,A367971,1111708800000,-31.08333333216515,153.16666666700007,DOLPHINFISH,70.0,2.5,-31.08333333,153.16666667,0.5005861231880983,7.0,0.0,False,
7408,A367972,1111708800000,-31.08333333216515,153.16666666700007,DOLPHINFISH,60.0,2.0,-31.08333333,153.16666667,0.5005861231880983,7.0,0.0,False,
7411,A367976,1111708800000,-31.08333333216515,153.16666666700007,DOLPHINFISH,70.0,3.5,-31.08333333,153.16666667,0.5005861231880983,7.0,0.0,False,
7412,A367977,1111708800000,-31.08333333216515,153.16666666700007,DOLPHINFISH,55.0,1.7,-31.08333333,153.16666667,0.5005861231880983,7.0,0.0,False,
7413,A367978,1111708800000,-31.08333333216515,153.16666666700007,DOLPHINFISH,60.0,2.0,-31.08333333,153.16666667,0.5005861231880983,7.0,0.0,False,
7414,A367979,1111708800000,-31.08333333216515,153.16666666700007,DOLPHINFISH,80.0,3.5,-31.08333333,153.16666667,0.5005861231880983,7.0,0.0,False,
7415,A367980,1111708800000,-31.08333333216515,153.16666666700007,DOLPHINFISH,50.0,1.5,-31.08333333,153.16666667,0.5005861231880983,7.0,0.0,False,
7416,A367981,1111708800000,-31.08333333216515,153.16666666700007,DOLPHINFISH,60.0,1.5,-31.08333333,153.16666667,0.5005861231880983,7.0,0.0,False,
7417,A367982,1111708800000,-31.08333333216515,153.16666666700007,DOLPHINFISH,80.0,4.0,-31.08333333,153.16666667,0.5005861231880983,7.0,0.0,False,
7418,A367983,1111708800000,-31.08333333216515,153.16666666700007,DOLPHINFISH,70.0,3.0,-31.08333333,153.16666667,0.5005861231880983,7.0,0.0,False,
7419,A367984,1111708800000,-31.08333333216515,153.16666666700007,DOLPHINFISH,50.0,1.0,-31.08333333,153.16666667,0.5005861231880983,7.0,0.0,False,
7420,A367985,1111708800000,-31.08333333216515,153.16666666700007,DOLPHINFISH,75.0,3.5,-31.08333333,153.16666667,0.5005861231880983,7.0,0.0,False,
7421,A367986,1111708800000,-31.08333333216515,153.16666666700007,DOLPHINFISH,70.0,3.0,-31.08333333,153.16666667,0.5005861231880983,7.0,0.0,False,
7422,A367987,1111708800000,-31.083333332165157,153.08333333300004,DOLPHINFISH,50.0,1.0,-31.08333333,153.08333333,0.5005861231880983,7.0,0.0,False,
7423,A367988,1111708800000,-31.08333333216515,153.16666666700007,DOLPHINFISH,60.0,1.5,-31.08333333,153.16666667,0.5005861231880983,7.0,0.0,False,
7424,A367989,1111708800000,-31.08333333216515,153.16666666700007,DOLPHINFISH,70.0,2.0,-31.08333333,153.16666667,0.5005861231880983,7.0,0.0,False,
7425,A367990,952992000000,-31.49999999915888,153.66666666700007,BLACK MARLIN,200.0,35.0,-31.5,153.66666667,0.2939020462736267,360.0,0.0,False,
7426,A367996,1079308800000,-31.083333332165157,153.08333333300004,HAMMERHEAD SHARK,0.0,25.0,-31.08333333,153.08333333,0.801889047062389,126.0,0.0,False,
7427,A367997,1111708800000,-31.08333333216515,153.16666666700007,DOLPHINFISH,60.0,1.5,-31.08333333,153.16666667,0.5005861231880983,7.0,0.0,False,
7428,A367998,1111017600000,-31.083333332165157,153.08333333300004,HAMMERHEAD SHARK,140.0,15.0,-31.08333333,153.08333333,0.2296805855640831,206.0,4.0,True,
7429,A367999,1111708800000,-31.08333333216515,153.16666666700007,DOLPHINFISH,50.0,1.0,-31.08333333,153.16666667,0.5005861231880983,7.0,0.0,False,
7430,A368000,1111708800000,-31.08333333216515,153.16666666700007,DOLPHINFISH,60.0,1.5,-31.08333333,153.16666667,0.5005861231880983,7.0,0.0,False,
7431,A368071,948758400000,-36.49999999909748,150.2500000000001,STRIPED MARLIN,200.0,60.0,-36.5,150.25,0.634605628326534,19.0,0.0,False,
7432,A368073,948758400000,-36.49999999909748,150.2500000000001,MAKO SHARK,120.0,30.0,-36.5,150.25,0.634605628326534,19.0,0.0,False,
7433,A368079,948672000000,-36.49999999909748,150.2500000000001,STRIPED MARLIN,270.0,100.0,-36.5,150.25,0.6007424361235322,126.0,0.0,False,
7434,A368080,948585600000,-36.333333332099144,150.2500000000001,STRIPED MARLIN,250.0,100.0,-36.33333333,150.25,0.5668792439205302,207.0,0.0,False,
7435,A368134,1140220800000,-38.74999999907874,145.5000000000001,BLUE SHARK,0.0,45.0,-38.75,145.5,0.6754395501787301,221.0,0.0,False,
7436,A368135,1140220800000,-38.74999999907874,145.5000000000001,BLUE SHARK,0.0,35.0,-38.75,145.5,0.6754395501787301,221.0,0.0,False,
7437,A368151,975110400000,-35.16666666611124,151.08333333300004,YELLOWFIN TUNA,,3.0,-35.16666667,151.08333333,0.962879250242112,69.0,0.0,False,
7443,A368195,1006646400000,-35.16666666611124,151.08333333300004,YELLOWFIN TUNA,60.0,5.0,-35.16666667,151.08333333,0.3229444043378022,344.0,0.0,False,
7444,A368196,1006646400000,-35.16666666611124,151.08333333300004,YELLOWFIN TUNA,60.0,5.0,-35.16666667,151.08333333,0.3229444043378022,344.0,0.0,False,
7445,A368197,1001376000000,-30.33333333217695,153.41666666700007,YELLOWFIN TUNA,0.0,40.0,-30.33333333,153.41666667,0.2572896799546868,13.0,0.0,False,
7446,A368200,1006560000000,-35.08333333211219,151.0000000000001,YELLOWFIN TUNA,50.0,5.0,-35.08333333,151.0,0.2890812121348003,22.0,0.0,False,
7447,A368201,1068249600000,-32.499999999144485,152.58333333300004,YELLOWFIN TUNA,0.0,10.0,-32.5,152.58333333,0.4674004450781469,81.0,0.1,True,
7448,A368202,1053302400000,-36.49999999909748,150.2500000000001,YELLOWFIN TUNA,0.0,15.0,-36.5,150.25,0.6090681939588197,19.0,0.0,False,
7449,A368204,1068163200000,-30.33333333217695,153.41666666700007,DOLPHINFISH,0.0,5.0,-30.33333333,153.41666667,0.433537252875145,48.0,0.0,False,
7450,A368207,1103328000000,-36.08333333210161,150.41666666700007,YELLOWFIN TUNA,0.0,35.0,-36.08333333,150.41666667,0.2158564794969148,41.0,0.0,False,
7451,A368209,1115251200000,-36.49999999909748,150.2500000000001,YELLOWFIN TUNA,0.0,6.0,-36.5,150.25,0.8889770035111758,30.0,0.0,False,
7452,A368210,1115251200000,-36.49999999909748,150.2500000000001,YELLOWFIN TUNA,0.0,6.0,-36.5,150.25,0.8889770035111758,30.0,0.0,False,
7455,A368242,965433600000,-17.249999999464954,118.33333333300004,WHALER SHARK,100.0,10.0,-17.25,118.33333333,0.170201723505899,108.0,0.0,False,
7456,A368243,965606400000,-17.249999999464954,118.33333333300004,WAHOO,130.0,13.0,-17.25,118.33333333,0.2379281079119028,162.0,0.0,False,
7457,A368244,965606400000,-17.249999999464954,118.33333333300004,LONGTAIL TUNA,90.0,5.0,-17.25,118.33333333,0.2379281079119028,162.0,0.0,False,
7458,A368248,996883200000,-20.41666666638243,116.5000000000001,WHALER SHARK,100.0,6.0,-20.41666667,116.5,0.4964036853985885,134.0,0.0,False,
7459,A368249,965520000000,-17.249999999464954,118.33333333300004,WHALER SHARK,150.0,25.0,-17.25,118.33333333,0.2040649157089009,150.0,0.0,False,
7460,A368250,996796800000,-20.083333332390747,116.41666666700009,SPANISH MACKEREL,100.0,14.0,-20.08333333,116.41666667,0.4625404931955866,144.0,0.0,False,
7463,A368324,1163635200000,-20.583333332378267,116.75000000000011,SPANISH MACKEREL,100.0,18.0,-20.58333333,116.75,0.8523646371922426,309.0,0.0,False,
7464,A368328,1163635200000,-20.583333332378267,116.75000000000011,SPANISH MACKEREL,95.0,16.0,-20.58333333,116.75,0.8523646371922426,309.0,0.0,False,
7465,A368329,1163635200000,-20.583333332378267,116.75000000000011,SPANISH MACKEREL,110.0,18.0,-20.58333333,116.75,0.8523646371922426,309.0,0.0,False,
7466,A368330,1156032000000,-20.583333332378267,116.75000000000011,WHALER SHARK,80.0,6.0,-20.58333333,116.75,0.8724037233280763,22.0,0.0,False,
7467,A368367,989625600000,-20.41666666638243,116.66666666700009,SAILFISH,200.0,,-20.41666667,116.66666667,0.6518955403464296,203.0,0.0,False,
7468,A368368,978307200000,-20.41666666638243,116.66666666700009,SPANISH MACKEREL,90.0,,-20.41666667,116.66666667,0.2158173617531818,265.0,0.0,False,
7469,A368370,1028332800000,-20.583333332378256,116.41666666700009,SPANISH MACKEREL,106.0,0.0,-20.58333333,116.41666667,0.8226056472912769,89.0,0.0,False,
7470,A368386,988156800000,-20.49999999938035,116.66666666700009,SPANISH MACKEREL,91.0,8.0,-20.5,116.66666667,0.0762212728953974,320.0,0.0,False,
7471,A368387,1005091200000,-21.91666666634592,114.41666666700009,WHALER SHARK,300.0,110.0,-21.91666667,114.41666667,0.7134069446837682,223.0,0.0,False,
7472,A368388,989107200000,-20.49999999938035,116.66666666700009,SPANISH MACKEREL,129.0,15.0,-20.5,116.66666667,0.4487163871284182,82.0,0.0,False,
7473,A368551,1017532800000,-36.49999999909748,150.2500000000001,STRIPED MARLIN,0.0,120.0,-36.5,150.25,0.5897066219160405,150.0,0.0,False,
7475,A368553,1017619200000,-36.49999999909748,150.33333333300004,YELLOWFIN TUNA,0.0,28.0,-36.5,150.33333333,0.6235698141190424,155.0,0.0,False,
7476,A368581,990316800000,-36.583333332096736,150.41666666700007,ALBACORE,,15.0,-36.58333333,150.41666667,0.9228010779704447,288.0,0.0,False,
7477,A368582,992044800000,-36.74999999909513,150.41666666700007,YELLOWFIN TUNA,85.0,8.0,-36.75,150.41666667,0.6000649220304826,330.0,0.0,False,
7478,A368583,992044800000,-36.416666666098294,150.33333333300004,ALBACORE,60.0,7.0,-36.41666667,150.33333333,0.6000649220304826,288.0,0.0,False,
7479,A368584,1013731200000,-36.416666666098294,150.2500000000001,YELLOWFIN TUNA,95.0,15.0,-36.41666667,150.25,0.0997261649839573,39.0,0.0,False,
7480,A368585,1015632000000,-36.49999999909748,150.2500000000001,STRIPED MARLIN,0.0,90.0,-36.5,150.25,0.8447163934499989,131.0,0.3,True,
7481,A368586,1043366400000,-36.49999999909748,150.2500000000001,YELLOWFIN TUNA,0.0,15.0,-36.5,150.25,0.7148010906136022,37.0,0.0,False,
7482,A368587,1043366400000,-36.49999999909748,150.2500000000001,YELLOWFIN TUNA,0.0,15.0,-36.5,150.25,0.7148010906136022,37.0,0.0,False,
7487,A368607,992044800000,-36.416666666098294,150.33333333300004,ALBACORE,,10.0,-36.41666667,150.33333333,0.6000649220304826,288.0,0.0,False,
7488,A368608,992044800000,-36.416666666098294,150.33333333300004,ALBACORE,,10.0,-36.41666667,150.33333333,0.6000649220304826,288.0,0.0,False,
7489,A368609,991872000000,-36.416666666098294,150.33333333300004,ALBACORE,,10.0,-36.41666667,150.33333333,0.5323385376244788,16.0,0.0,False,
7490,A368640,961027200000,-36.49999999909748,150.2500000000001,BLUE SHARK,335.0,100.0,-36.5,150.25,0.4431789211528026,11.0,0.0,False,
7491,A368746,1121990400000,-36.49999999909748,150.2500000000001,MAKO SHARK,0.0,80.0,-36.5,150.25,0.5303059953453233,214.0,0.0,False,
7492,A368747,1110672000000,-36.416666666098294,150.33333333300004,DOLPHINFISH,0.0,6.0,-36.41666667,150.33333333,0.0942278167520755,34.0,0.0,False,
7493,A368748,1106611200000,-36.416666666098294,150.33333333300004,YELLOWFIN TUNA,0.0,6.0,-36.41666667,150.33333333,0.5026577832109866,42.0,0.0,False,
7494,A368750,1106438400000,-36.41666666609831,150.08333333300004,YELLOWFIN TUNA,0.0,8.0,-36.41666667,150.08333333,0.4349313988049829,184.0,0.0,False,
7495,A368761,987724800000,-36.416666666098294,150.33333333300004,YELLOWFIN TUNA,,10.0,-36.41666667,150.33333333,0.906905311880388,189.0,0.4,True,
7496,A368762,987638400000,-36.416666666098294,150.33333333300004,YELLOWFIN TUNA,,10.0,-36.41666667,150.33333333,0.8730421196773861,156.0,0.0,False,
7497,A368763,992044800000,-36.416666666098294,150.33333333300004,ALBACORE,,8.0,-36.41666667,150.33333333,0.6000649220304826,288.0,0.0,False,
7498,A368764,987724800000,-36.416666666098294,150.33333333300004,YELLOWFIN TUNA,,10.0,-36.41666667,150.33333333,0.906905311880388,189.0,0.4,True,
7499,A368770,955497600000,-36.416666666098294,150.33333333300004,BLACK MARLIN,,150.0,-36.41666667,150.33333333,0.2759346201606815,326.0,0.0,False,
7500,A368788,992044800000,-36.416666666098294,150.33333333300004,ALBACORE,,11.0,-36.41666667,150.33333333,0.6000649220304826,288.0,0.0,False,
7501,A368789,992044800000,-36.416666666098294,150.33333333300004,ALBACORE,,10.0,-36.41666667,150.33333333,0.6000649220304826,288.0,0.0,False,
7502,A368790,992044800000,-36.416666666098294,150.33333333300004,ALBACORE,,10.0,-36.41666667,150.33333333,0.6000649220304826,288.0,0.0,False,
7503,A368791,948672000000,-36.49999999909748,150.2500000000001,STRIPED MARLIN,,120.0,-36.5,150.25,0.6007424361235322,126.0,0.0,False,
7504,A368794,990316800000,-36.74999999909513,150.33333333300004,YELLOWFIN TUNA,80.0,15.0,-36.75,150.33333333,0.9228010779704447,248.0,0.0,False,
7505,A368795,990316800000,-36.583333332096736,150.41666666700007,ALBACORE,,15.0,-36.58333333,150.41666667,0.9228010779704447,288.0,0.0,False,
7506,A368796,990316800000,-36.583333332096736,150.41666666700007,ALBACORE,,15.0,-36.58333333,150.41666667,0.9228010779704447,288.0,0.0,False,
7507,A368797,990316800000,-36.583333332096736,150.41666666700007,ALBACORE,,15.0,-36.58333333,150.41666667,0.9228010779704447,288.0,0.0,False,
7508,A368798,990316800000,-36.583333332096736,150.41666666700007,ALBACORE,,15.0,-36.58333333,150.41666667,0.9228010779704447,288.0,0.0,False,
7509,A368799,948499200000,-36.49999999909748,150.2500000000001,STRIPED MARLIN,,80.0,-36.5,150.25,0.5330160517175283,128.0,0.0,False,
7510,A368800,948499200000,-36.49999999909748,150.2500000000001,STRIPED MARLIN,,80.0,-36.5,150.25,0.5330160517175283,128.0,0.0,False,
7511,A368801,1015113600000,-36.416666666098294,150.2500000000001,YELLOWFIN TUNA,0.0,5.0,-36.41666667,150.25,0.6415372402319875,112.0,0.0,False,
7512,A368897,976406400000,-26.916666666237727,153.33333333300004,HAMMERHEAD SHARK,120.0,5.0,-26.91666667,153.33333333,0.4708271332871402,88.0,0.3,True,
7513,A368899,969062400000,-26.49999999924589,153.41666666700007,SAILFISH,210.0,45.0,-26.5,153.41666667,0.5924557960319785,149.0,0.2,True,
7514,A368900,978652800000,-26.999999999236096,153.33333333300004,BLACK MARLIN,130.0,10.0,-27.0,153.33333333,0.3512701305651894,132.0,0.0,False,
7515,A368969,978825600000,-26.916666666237717,153.5000000000001,DOLPHINFISH,80.0,5.0,-26.91666667,153.5,0.4189965149711931,151.0,0.0,False,
7516,A368979,978652800000,-26.999999999236096,153.5000000000001,BLACK MARLIN,190.0,23.0,-27.0,153.5,0.3512701305651894,134.0,0.0,False,
7517,A369027,1010188800000,-26.916666666237727,153.33333333300004,BLACK MARLIN,150.0,20.0,-26.91666667,153.33333333,0.7113352846608798,52.0,0.2,True,
7520,A369031,1011398400000,-35.916666666103275,150.66666666700007,YELLOWFIN TUNA,80.0,15.0,-35.91666667,150.66666667,0.1854199755029062,30.0,0.0,False,
7521,A369032,1011398400000,-35.916666666103275,150.66666666700007,YELLOWFIN TUNA,75.0,14.0,-35.91666667,150.66666667,0.1854199755029062,30.0,0.0,False,
7522,A369033,1011398400000,-35.916666666103275,150.66666666700007,YELLOWFIN TUNA,70.0,13.0,-35.91666667,150.66666667,0.1854199755029062,30.0,0.0,False,
7523,A369034,1011398400000,-35.916666666103275,150.66666666700007,YELLOWFIN TUNA,70.0,9.0,-35.91666667,150.66666667,0.1854199755029062,30.0,0.0,False,
7524,A369035,1011398400000,-35.916666666103275,150.66666666700007,YELLOWFIN TUNA,65.0,8.0,-35.91666667,150.66666667,0.1854199755029062,30.0,0.0,False,
7525,A369036,1011398400000,-35.916666666103275,150.66666666700007,YELLOWFIN TUNA,60.0,8.0,-35.91666667,150.66666667,0.1854199755029062,30.0,0.0,False,
7526,A369037,1042243200000,-35.74999999910497,150.2500000000001,YELLOWFIN TUNA,,10.0,-35.75,150.25,0.2745795919745776,159.0,0.0,False,
7527,A369091,955238400000,-38.16666666608307,140.58333333300004,SOUTHERN BLUEFIN TUNA,,20.0,-38.16666667,140.58333333,0.1743450435516758,247.0,0.0,False,
7528,A369121,956361600000,-38.16666666608307,140.58333333300004,SOUTHERN BLUEFIN TUNA,90.0,14.0,-38.16666667,140.58333333,0.6145665421907005,184.0,0.0,False,
7529,A369126,1085097600000,-38.16666666608307,140.58333333300004,BLUE SHARK,150.0,5.0,-38.16666667,140.58333333,0.0707229246635157,326.0,0.0,False,
7530,A369141,992736000000,-38.33333333208182,141.2500000000001,SOUTHERN BLUEFIN TUNA,,13.0,-38.33333333,141.25,0.8709704596544977,257.0,0.0,False,
7531,A369143,990835200000,-38.33333333208182,141.2500000000001,SOUTHERN BLUEFIN TUNA,,14.0,-38.33333333,141.25,0.125980231188456,13.0,0.0,False,
7532,A369144,990835200000,-38.33333333208182,141.2500000000001,SOUTHERN BLUEFIN TUNA,,13.0,-38.33333333,141.25,0.125980231188456,13.0,0.0,False,
7533,A369146,1022198400000,-38.33333333208182,141.2500000000001,SOUTHERN BLUEFIN TUNA,,14.0,-38.33333333,141.25,0.4183190008781426,99.0,0.0,False,
7534,A369147,1022284800000,-38.33333333208182,141.2500000000001,SOUTHERN BLUEFIN TUNA,,14.0,-38.33333333,141.25,0.4521821930811445,102.0,0.0,False,
7535,A369149,1022284800000,-38.33333333208182,141.2500000000001,SOUTHERN BLUEFIN TUNA,,14.0,-38.33333333,141.25,0.4521821930811445,102.0,0.0,False,
7536,A369154,958348800000,-38.16666666608307,140.58333333300004,SOUTHERN BLUEFIN TUNA,70.0,16.0,-38.16666667,140.58333333,0.3934199628597439,262.0,0.1,True,
7537,A369156,958348800000,-38.16666666608307,140.58333333300004,SOUTHERN BLUEFIN TUNA,70.0,14.0,-38.16666667,140.58333333,0.3934199628597439,262.0,0.1,True,
7538,A369157,958435200000,-38.16666666608307,140.66666666700007,SOUTHERN BLUEFIN TUNA,65.0,13.0,-38.16666667,140.66666667,0.4272831550627459,289.0,0.0,False,
7539,A369160,1111881600000,-36.49999999909748,150.66666666700007,YELLOWFIN TUNA,0.0,6.0,-36.5,150.66666667,0.568312507594102,309.0,0.0,False,
7540,A369162,956707200000,-38.16666666608307,140.58333333300004,SOUTHERN BLUEFIN TUNA,70.0,14.0,-38.16666667,140.58333333,0.750019311002708,344.0,0.0,False,
7544,A369201,1082073600000,-42.99999999905889,148.08333333300004,ALBACORE,0.0,3.0,-43.0,148.08333333,0.8855111975584495,50.0,0.0,False,
7545,A369202,1082073600000,-42.99999999905889,148.08333333300004,ALBACORE,0.0,3.0,-43.0,148.08333333,0.8855111975584495,50.0,0.0,False,
7546,A369203,1082073600000,-42.99999999905889,148.08333333300004,ALBACORE,0.0,3.0,-43.0,148.08333333,0.8855111975584495,50.0,0.0,False,
7547,A369204,1082073600000,-42.99999999905889,148.08333333300004,ALBACORE,0.0,3.0,-43.0,148.08333333,0.8855111975584495,50.0,0.0,False,
7548,A369205,1082160000000,-42.99999999905889,148.08333333300004,ALBACORE,0.0,3.0,-43.0,148.08333333,0.9193743897614514,224.0,0.0,False,
7549,A369206,1082160000000,-42.99999999905889,148.08333333300004,ALBACORE,0.0,3.5,-43.0,148.08333333,0.9193743897614514,224.0,0.0,False,
7550,A369207,1082160000000,-42.99999999905889,148.08333333300004,ALBACORE,0.0,3.5,-43.0,148.08333333,0.9193743897614514,224.0,0.0,False,
7551,A369208,1082160000000,-42.99999999905889,148.08333333300004,ALBACORE,0.0,3.5,-43.0,148.08333333,0.9193743897614514,224.0,0.0,False,
7552,A369209,1082160000000,-42.99999999905889,148.08333333300004,ALBACORE,0.0,3.5,-43.0,148.08333333,0.9193743897614514,224.0,0.0,False,
7553,A369210,1082073600000,-42.99999999905889,148.08333333300004,ALBACORE,0.0,3.0,-43.0,148.08333333,0.8855111975584495,50.0,0.0,False,
7560,A369230,990576000000,-38.33333333208182,141.2500000000001,SOUTHERN BLUEFIN TUNA,90.0,15.0,-38.33333333,141.25,0.0243906545794504,203.0,0.0,False,
7562,A369376,947376000000,-35.08333333211219,151.0000000000001,STRIPED MARLIN,108.0,75.0,-35.08333333,151.0,0.0927945530785037,77.0,0.0,False,
7563,A369377,947376000000,-35.08333333211219,151.0000000000001,STRIPED MARLIN,170.0,65.0,-35.08333333,151.0,0.0927945530785037,77.0,0.0,False,
7564,A369378,1101427200000,-35.16666666611124,151.08333333300004,ALBACORE,60.0,4.0,-35.16666667,151.08333333,0.4708662510308732,38.0,0.0,False,
7565,A369380,947376000000,-35.16666666611124,151.08333333300004,STRIPED MARLIN,180.0,75.0,-35.16666667,151.08333333,0.0927945530785037,66.0,0.0,False,
7566,A369408,1007856000000,-35.16666666611124,151.08333333300004,YELLOWFIN TUNA,,8.0,-35.16666667,151.08333333,0.7970290951798287,22.0,0.0,False,
7567,A369409,1007856000000,-35.16666666611124,151.08333333300004,YELLOWFIN TUNA,,8.0,-35.16666667,151.08333333,0.7970290951798287,22.0,0.0,False,
7568,A369410,1007856000000,-35.16666666611124,151.08333333300004,YELLOWFIN TUNA,,8.0,-35.16666667,151.08333333,0.7970290951798287,22.0,0.0,False,
7569,A369411,1006473600000,-35.16666666611124,151.08333333300004,YELLOWFIN TUNA,,10.0,-35.16666667,151.08333333,0.2552180199317984,24.0,0.0,False,
7570,A369412,1006473600000,-35.16666666611124,151.08333333300004,YELLOWFIN TUNA,,4.0,-35.16666667,151.08333333,0.2552180199317984,24.0,0.0,False,
7571,A369416,1006646400000,-35.16666666611124,151.08333333300004,YELLOWFIN TUNA,,4.0,-35.16666667,151.08333333,0.3229444043378022,344.0,0.0,False,
7572,A369418,1006473600000,-35.16666666611124,151.08333333300004,YELLOWFIN TUNA,,10.0,-35.16666667,151.08333333,0.2552180199317984,24.0,0.0,False,
7573,A369419,1006473600000,-35.16666666611124,151.08333333300004,YELLOWFIN TUNA,,8.0,-35.16666667,151.08333333,0.2552180199317984,24.0,0.0,False,
7574,A369427,969753600000,-34.99999999911309,151.2500000000001,ALBACORE,,1.0,-35.0,151.25,0.8633613336559945,179.0,0.0,False,
7575,A369472,951177600000,-36.49999999909748,150.2500000000001,STRIPED MARLIN,250.0,75.0,-36.5,150.25,0.582775010010587,25.0,0.0,False,
7576,A369473,951350400000,-36.49999999909748,150.2500000000001,STRIPED MARLIN,260.0,75.0,-36.5,150.25,0.6505013944165908,147.0,0.0,False,
7577,A369474,951350400000,-36.49999999909748,150.2500000000001,STRIPED MARLIN,260.0,80.0,-36.5,150.25,0.6505013944165908,147.0,0.0,False,
7578,A369475,985305600000,-36.49999999909748,150.2500000000001,BLACK MARLIN,240.0,100.0,-36.5,150.25,0.9587359301963352,256.0,0.0,False,
7599,A369708,1075334400000,-26.583333332244212,153.2500000000001,SAILFISH,0.0,20.0,-26.58333333,153.25,0.244182205724302,344.0,0.0,False,
7600,A369709,1075334400000,-26.583333332244212,153.2500000000001,BLACK MARLIN,0.0,25.0,-26.58333333,153.25,0.244182205724302,344.0,0.0,False,
7601,A369811,957916800000,-38.16666666608307,140.66666666700007,SOUTHERN BLUEFIN TUNA,95.0,15.0,-38.16666667,140.66666667,0.2241040018447345,36.0,0.0,False,
7602,A369812,958003200000,-38.16666666608307,140.66666666700007,SOUTHERN BLUEFIN TUNA,100.0,18.0,-38.16666667,140.66666667,0.2579671940477364,7.0,0.0,False,
7606,A369850,1014595200000,-36.24999999909993,150.16666666700007,STRIPED MARLIN,304.8,100.0,-36.25,150.16666667,0.4383580870139762,34.0,0.0,False,
7609,A369858,1014854400000,-36.49999999909748,150.2500000000001,STRIPED MARLIN,0.0,95.0,-36.5,150.25,0.5399476636229819,43.0,0.0,False,
7610,A369860,1014854400000,-36.49999999909748,150.2500000000001,STRIPED MARLIN,200.0,55.0,-36.5,150.25,0.5399476636229819,43.0,0.0,False,
7612,A369923,989625600000,-28.1666666662142,153.58333333300004,YELLOWFIN TUNA,60.0,5.0,-28.16666667,153.58333333,0.6518955403464296,138.0,0.0,False,
7613,A369961,984873600000,-28.08333333221569,153.5000000000001,WHALER SHARK,70.0,3.0,-28.08333333,153.5,0.7894199691813256,330.0,0.0,False,
7614,A369962,984873600000,-28.08333333221569,153.5000000000001,WHALER SHARK,76.0,3.0,-28.08333333,153.5,0.7894199691813256,330.0,0.0,False,
7615,A369963,984873600000,-28.08333333221569,153.5000000000001,WHALER SHARK,81.0,3.0,-28.08333333,153.5,0.7894199691813256,330.0,0.0,False,
7616,A369964,984873600000,-28.08333333221569,153.5000000000001,WHALER SHARK,,,-28.08333333,153.5,0.7894199691813256,330.0,0.0,False,
7617,A369965,984873600000,-28.08333333221569,153.5000000000001,WHALER SHARK,73.0,3.0,-28.08333333,153.5,0.7894199691813256,330.0,0.0,False,
7618,A369966,984873600000,-28.08333333221569,153.5000000000001,WHALER SHARK,76.0,3.0,-28.08333333,153.5,0.7894199691813256,330.0,0.0,False,
7619,A369967,984873600000,-28.08333333221569,153.5000000000001,WHALER SHARK,74.0,3.0,-28.08333333,153.5,0.7894199691813256,330.0,0.0,False,
7620,A369968,984873600000,-28.08333333221569,153.5000000000001,WHALER SHARK,79.0,3.0,-28.08333333,153.5,0.7894199691813256,330.0,0.0,False,
7621,A369969,984873600000,-28.08333333221569,153.5000000000001,WHALER SHARK,74.0,3.0,-28.08333333,153.5,0.7894199691813256,330.0,0.0,False,
7622,A369970,984873600000,-28.08333333221569,153.5000000000001,WHALER SHARK,76.0,3.0,-28.08333333,153.5,0.7894199691813256,330.0,0.0,False,
7633,A370071,1146787200000,-35.33333333210946,136.16666666700007,SOUTHERN BLUEFIN TUNA,85.0,12.0,-35.33333333,136.16666667,0.2490421576068738,183.0,0.0,False,
7634,A370072,1146787200000,-35.33333333210946,136.16666666700007,SOUTHERN BLUEFIN TUNA,90.0,12.0,-35.33333333,136.16666667,0.2490421576068738,183.0,0.0,False,
7635,A370073,1146787200000,-35.33333333210946,136.16666666700007,SOUTHERN BLUEFIN TUNA,98.0,12.0,-35.33333333,136.16666667,0.2490421576068738,183.0,0.0,False,
7636,A370074,1146787200000,-35.33333333210946,136.16666666700007,SOUTHERN BLUEFIN TUNA,90.0,13.0,-35.33333333,136.16666667,0.2490421576068738,183.0,0.0,False,
7637,A370075,1146787200000,-35.33333333210946,136.16666666700007,SOUTHERN BLUEFIN TUNA,90.0,13.0,-35.33333333,136.16666667,0.2490421576068738,183.0,0.0,False,
7638,A370076,1146787200000,-35.33333333210946,136.16666666700007,SOUTHERN BLUEFIN TUNA,85.0,12.0,-35.33333333,136.16666667,0.2490421576068738,183.0,0.0,False,
7641,A370079,1146787200000,-35.33333333210946,136.16666666700007,SOUTHERN BLUEFIN TUNA,90.0,13.0,-35.33333333,136.16666667,0.2490421576068738,183.0,0.0,False,
7642,A370080,1146787200000,-35.33333333210946,136.16666666700007,SOUTHERN BLUEFIN TUNA,85.0,12.0,-35.33333333,136.16666667,0.2490421576068738,183.0,0.0,False,
7643,A370092,948585600000,-34.416666666119845,138.16666666700007,WHALER SHARK,,3.0,-34.41666667,138.16666667,0.5668792439205302,131.0,0.0,False,
